$Bez. SO;Bezeichner;Langname;$UKZ;$Kurzname;$Un;P min;P max;NNF_1;NNF_2;NNF_3;NNF_4;NNF_5;NNF_6;NNF_7;NNF_8;NNF_9
MASSENHOVEN;MOL 13;Gas;B;E001;380;6;30;22,3159;18,0687;20,9152;18,1329;18,0682;18,0687;18,3606;18,3036;20,9152
MASSENHOVEN;BEERSE;Öl;B;E001;380;6,4;32;6,4;6,4;6,4;6,4;6,4;6,4;6,4;6,4;6,4
MEERHOUT;GEEL AMOCO;Gas;B;E001;380;8,6;43;34,1257;26,515;32,0228;26,6509;26,638;26,515;27,0654;27,14;32,0228
MEERHOUT;T-POWER;Gas;B;E001;380;84;420;405,0316;265,5878;397,1774;267,417;285,3656;265,5878;267,1298;293,0131;397,1774
MERCATOR;OUDEGEM;Gas;B;E001;380;2,9;15;9,7103;8,5587;9,2667;8,5815;8,5178;8,5587;8,524;8,4744;9,2667
MERCATOR;BEVEREN;Gas;B;E001;380;4,56;23;16,2138;13,5708;15,2625;13,6052;13,5352;13,5708;13,7129;13,6306;15,2625
MONCEAU;MARCINELLE;Gas;B;E001;220;82;410;395,0733;259,3968;387,2765;261,1618;278,3081;259,3968;260,9922;285,7256;387,2765
RODENHUIZE;RODENHUIZE 1;Gas;B;E001;380;69,2;346;331,3906;219,6626;324,0383;221,0727;233,4534;219,6626;221,5589;239,467;324,0383
RODENHUIZE;RINGVAART;Gas;B;E001;380;71,4;357;342,3294;226,5069;334,8908;227,9721;241,1253;226,5069;228,3578;247,3713;334,8908
RODENHUIZE;KNIPPEGROEN;Gas;B;E001;380;70;350;335,368;222,1522;327,9838;223,5821;236,2415;222,1522;224,0324;242,3391;327,9838
RODENHUIZE;HAM 1;Gas;B;E001;380;31,2;156;143,2;99,9065;138,1937;100,5657;102,961;99,9065;101,7759;105,4823;138,1937
RODENHUIZE;LANGERBRUGGE;Gas;B;E001;380;7,4;37;28,6202;22,6039;26,8165;22,7056;22,6617;22,6039;23,0386;23,0412;26,8165
RODENHUIZE;ZELZATE 2;Gas;B;E001;380;61;305;290,6468;194,0874;283,6558;195,3095;204,9874;194,0874;196,1217;210,168;283,6558
RODENHUIZE;ZELZATE 1;Öl;B;E001;380;3,6;18;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6
SERAING;SERAING;Gas;B;E001;220;90;450;434,9186;284,1357;426,9101;286,1743;306,6205;284,1357;285,5106;314,9726;426,9101
SERAING;ANGLEUR;Gas;B;E001;220;47,6;238;224,1851;152,0237;217,9379;152,9802;158,8689;152,0237;154,141;162,796;217,9379
TERGNEE;JEMEPPE-SOLVAY;Gas;B;E001;380;18,8;94;82,6173;59,8566;78,8899;60,263;60,9464;59,8566;61,1793;62,4096;78,8899
TIHANGE;TIHANGE;KKW;B;E001;380;2111,2;3016;3016;3016;3016;3016;3016;3016;3016;3016;3016
V. BRUG;V. BRUG;Gas;B;E001;380;77;385;370,1864;243,8997;362,5471;245,5155;260,7232;243,8997;245,6222;267,5778;362,5471
ZANDVLIET;ZANDVLIET;GuD;B;E001;380;79;395;380,1395;250,1019;372,4348;251,7757;267,7471;250,1019;251,7749;274,8248;372,4348
COO;COO;Pumpspeicher;B;E003;380;-1035;1164;0;0;0;0;0;0;0;0;0
MONCEAU;PLATE-TAILLE;Pumpspeicher;B;E003;220;-144;144;0;0;0;0;0;0;0;0;0
AMAGER;AMAGERVAERKET;Steinkohle;DK_O;E001;150;122,445;409;409;409;409;409;409;409;409;409;409
ASNAES POWER STATION;ASNAESVAERKET;Ölschiefer;DK_O;E001;380;211,03;1056;371,4751;410,7101;402,7462;266,4393;342,4479;410,7101;211,03;212,5064;402,7462
AVEDÖRE POWER STATION;AVEDÖRE VAERKET;Gas;DK_O;E001;380;161,63;809;809;809;809;809;809;809;787,5041;809;809
BORUP;HILLERÖD;Gas;DK_O;E001;150;15,03;76;76;76;76;76;76;76;59,3058;76;76
GLENTEGÄRD;DTU;Gas;DK_O;E001;380;7,23;37;37;37;37;37;37;37;25,6108;37;37
H. C. ÖRSTED POWER STATION;H. C. ÖRSTED VAERKET;Gas;DK_O;E001;380;26,23;132;132;132;132;132;132;132;111,6168;132;132
HASLEV;HASLEV;Heizkraftwerk;DK_O;E001;150;0;4;4;4;4;4;4;4;4;4;4
HEJNINGE;SLAGELSE;Heizkraftwerk;DK_O;E001;150;0;10;10;10;10;10;10;10;10;10;10
KYNDBY;KYNDBYVAERKET;Öl;DK_O;E001;380;134,83;675;264,4539;296,9249;276,3558;211,4197;255,7111;296,9249;134,83;136,1066;276,3558
RINGSTED;RINGSTED;Gas;DK_O;E001;150;1,83;10;10;10;10;10;10;10;5,6206;10;10
STIGSNAES;STIGSNAESVAERKET;Steinkohle;DK_O;E001;150;122,145;408;408;408;408;408;408;408;408;408;408
SVANEMÖLLE;SVANEMÖLLEVAERKET;Steinkohle;DK_O;E001;150;23,745;80;80;80;80;80;80;80;80;80;80
TEGLSTRUPGÄRD;HELSINGÖR;Gas;DK_O;E001;150;11,03;56;56;56;56;56;56;56;41,6111;56;56
VALSEVAERKET;HELSINGE;Gas;DK_O;E001;150;0,25;2;2;2;2;2;2;2;1,0541;2;2
VESTLOLLAND;MARIBO;Heizkraftwerk;DK_O;E001;150;0;8;8;8;8;8;8;8;8;8;8
ABILDSKOV;GLAMSBJERG;Gas;DK_W;E001;150;0,37;2;0,37;0,37;0,37;0,37;0,37;0,37;0,37;0,37;0,37
ÄSTRUP;GRENÄ;Heizkraftwerk;DK_W;E001;150;0;17;17;17;17;17;17;17;17;17;17
BREDEKAER;HJÖRRING;Gas;DK_W;E001;150;11,63;59;11,63;11,63;11,63;11,63;11,63;11,63;11,63;11,63;11,63
ENSTED;ENSTED VAERKET;Steinkohle;DK_W;E001;220;186,945;624;514,823;538,9826;602,0989;396,3005;520,2713;538,9826;569,7181;492,4675;602,0989
ESBJERG;ESBJERG VAERKET;Steinkohle;DK_W;E001;150;112,845;377;293,3452;309,935;357,0054;238,8908;297,0607;309,935;331,5143;281,608;357,0054
FYNS;FYNS VAERKET;Steinkohle;DK_W;E001;380;201,945;674;560,8555;586,1824;651,789;429,0821;566,6376;586,1824;618,5326;536,6037;651,789
HATTING;HORSENS;Müll;DK_W;E001;150;0;34;34;34;34;34;34;34;34;34;34
HERNING;HERNING;Gas;DK_W;E001;150;17,43;88;17,43;17,43;17,43;17,43;17,43;17,43;17,43;17,43;17,43
LYKKEGÄRD;BRAMMING;Gas;DK_W;E001;150;2,77;14;2,77;2,77;2,77;2,77;2,77;2,77;2,77;2,77;2,77
MAGSTRUP;HADERSLEV;Müll;DK_W;E001;150;0;2;2;2;2;2;2;2;2;2;2
MOSELUND;RANDERS;Steinkohle;DK_W;E001;150;15,045;51;34,4998;35,3323;40,8942;33,1399;34,6428;35,3323;36,9516;34,254;40,8942
NIBSTRUP;TAARS;Gas;DK_W;E001;150;0,63;4;0,63;0,63;0,63;0,63;0,63;0,63;0,63;0,63;0,63
NORDJYLLANDS;NORDJYLLANDS VAERKET 1;Steinkohle;DK_W;E001;380;197,445;659;547,0175;572,0026;636,8805;419,1977;552,6986;572,0026;603,8724;523,3238;636,8805
SKAERBAEKVAERKET;SKAERBAEKVAERKET;Gas;DK_W;E001;380;78,03;391;78,03;78,03;78,03;78,03;78,03;78,03;78,03;78,03;78,03
STRUER;MÄBJERG;Heizkraftwerk;DK_W;E001;150;0;27;27;27;27;27;27;27;27;27;27
STUDSTRUP;STUDSTRUPVAERKET;Ölschiefer;DK_W;E001;380;139,63;699;139,63;139,63;139,63;139,63;139,63;139,63;139,63;139,63;139,63
SVENDBORG;RUDKÖBING;Heizkraftwerk;DK_W;E001;150;0;1;1;1;1;1;1;1;1;1;1
TANGE;BJERRINGBRO;Gas;DK_W;E001;150;2,03;11;2,03;2,03;2,03;2,03;2,03;2,03;2,03;2,03;2,03
THYREGOD;NÖRRE SNEDE;Gas;DK_W;E001;150;0,35;2;0,35;0,35;0,35;0,35;0,35;0,35;0,35;0,35;0,35
THYREGOD;BRANDE;Gas;DK_W;E001;150;0,57;3;0,57;0,57;0,57;0,57;0,57;0,57;0,57;0,57;0,57
TANGE;TANGEVAERKET;Wasserspeicher;DK_W;E003;150;0;10;0;0;0;0;0;0;0;0;0
ARAMON;ARAMON;Öl;F;E001;380;297,186;1486;297,186;297,186;297,186;297,186;297,186;297,186;297,186;297,186;297,186
ARRIGHI;ARRIGHI;Gas;F;E001;220;67,186;336;336;178,5536;336;67,186;110,2933;178,5536;124,7265;176,028;336
BAIXAS;CALCE;Müll;F;E001;380;0;108;108;108;108;108;108;108;108;108;108
BATZENDORF;SCHWEIGHOUSE-SUR-MODER;Müll;F;E001;220;0;89;89;89;89;89;89;89;89;89;89
BAYET;BAYET;Gas;F;E001;380;98,786;494;494;244,4059;494;98,786;148,0948;244,4059;164,6184;238,6032;494
BEAUCHAMPS;IKOS - FRESNOY FOLNY;Gas;F;E001;220;17,366;87;87;50,8688;87;17,366;41,203;50,8688;42,0816;50,3145;87
BEAUREGARD;BLOIS;Müll;F;E001;220;0;92;92;92;92;92;92;92;92;92;92
BELLEVILLE;BELLEVILLE;KKW;F;E001;380;1834;2620;2620;2620;2620;2620;2620;2620;2620;2620;2620
BERANVILLE;EVREUX;Müll;F;E001;220;0;93;93;93;93;93;93;93;93;93;93
BRAEK;BRAEK;Gas;F;E001;220;177,186;886;886;374,0361;886;177,186;225,7352;374,0361;252,3228;358,5066;886
BRENNILIS;BRENNILIS;Gas;F;E001;220;76,186;381;381;198,2191;381;76,186;121,5147;198,2191;136,7078;194,8918;381
CAEN;LDC;Gas;F;E001;220;17,246;87;87;50,8063;87;17,246;41,1097;50,8063;41,9942;50,2515;87
CANTEGRIT;PONTENX-LES-FORGES;Müll;F;E001;380;0;89;89;89;89;89;89;89;89;89;89
CATTENOM;CATTENOM;KKW;F;E001;380;3640;5200;5200;5200;5200;5200;5200;5200;5200;5200;5200
CERGY;AZALYS;Müll;F;E001;380;0;96;96;96;96;96;96;96;96;96;96
CHALON;CHAGNY;Gas;F;E001;220;17,426;88;88;51,379;88;17,426;41,4711;51,379;42,3959;50,8212;88
CHATEAURENARD;AVIGNON-VEDENE;Müll;F;E001;220;0;99;99;99;99;99;99;99;99;99;99
CHINON B;CHINON;KKW;F;E001;380;2534;3620;3620;3620;3620;3620;3620;3620;3620;3620;3620
CHOOZ B;CHOOZ B;KKW;F;E001;380;2100;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000
CIVAUX;CIVAUX;KKW;F;E001;380;2093;2990;2990;2990;2990;2990;2990;2990;2990;2990;2990
CORDEMAIS;CORDEMAIS-POSTE;Steinkohle;F;E001;380;805,779;2686;2686;2686;2686;2254,0031;2686;2686;2686;2686;2686
CORMEILLES;ARGENTEUIL;Müll;F;E001;220;0;102;102;102;102;102;102;102;102;102;102
CORMEILLES;CARRIERES-SUR-SEINE;Müll;F;E001;220;0;89;89;89;89;89;89;89;89;89;89
CORMEILLES;GENNEVILLIERS;Gas;F;E001;220;99,786;499;499;246,3548;499;99,786;149,2114;246,3548;165,8089;240,4325;499
CORMEILLES;LUTH;Gas;F;E001;220;18,286;92;92;53,7388;92;18,286;43,0069;53,7388;44,0923;53,1694;92
CREIL;ESIANE;Müll;F;E001;220;0;100;100;100;100;100;100;100;100;100;100
CROIX-DE-METZ;CROIX-DE-METZ;Gas;F;E001;220;0;0;0;0;0;0;0;0;0;0;0
CRUAS-MEYSSE;CRUAS;KKW;F;E001;380;2562;3660;3660;3660;3660;3660;3660;3660;3660;3660;3660
DAMPIERRE-EN-BURLY;DAMPIERRE;KKW;F;E001;380;2492;3560;3560;3560;3560;3560;3560;3560;3560;3560;3560
DIRINON;DIRINON;Gas;F;E001;220;51,186;256;256;141,3565;256;51,186;89,9093;141,3565;101,504;139,9037;256
DOBERIE;LAMBALLE;Müll;F;E001;220;0;88;88;88;88;88;88;88;88;88;88
FAVARY;PROVENCE SNET;Steinkohle;F;E001;220;286,179;954;954;954;954;733,0208;954;954;954;954;954
FESSENHEIM;FESSENHEIM 1;KKW;F;E001;380;1232;1760;1760;1760;1760;1760;1760;1760;1760;1760;1760
FLAMANVILLE;FLAMANVILLE;KKW;F;E001;380;1862;2660;2660;2660;2660;2660;2660;2660;2660;2660;2660
FLEAC;CALITOM;Gas;F;E001;220;17,346;87;87;50,8583;87;17,346;41,1874;50,8583;42,0671;50,304;87
FLOIRAC;BORDEAUX-BEGLES;Müll;F;E001;220;0;109;109;109;109;109;109;109;109;109;109
GARCHIZY;FOURCHAMBAULT;Müll;F;E001;220;0;90;90;90;90;90;90;90;90;90;90
GENISSIAT;BELLEGARDE-SUR-VALSERINE;Müll;F;E001;380;0;97;97;97;97;97;97;97;97;97;97
GERVANS;CHAMPBLAIN;Gas;F;E001;220;25,786;129;129;74,949;129;25,786;55,5708;74,949;58,6057;74,2789;129
GIEN;GIEN;Müll;F;E001;220;0;92;92;92;92;92;92;92;92;92;92
GOLFECH;GOLFECH;KKW;F;E001;380;1834;2620;2620;2620;2620;2620;2620;2620;2620;2620;2620
GRAVELINES;GRAVELINES;KKW;F;E001;380;3822;5460;5460;5460;5460;5460;5460;5460;5460;5460;5460
HORNAING;HORNAING;Steinkohle;F;E001;220;101,679;339;339;339;339;241,145;339;339;339;339;339
HORNAING;DOUCHY-LES-MINES;Müll;F;E001;220;0;92;92;92;92;92;92;92;92;92;92
LA MAXE;LA MAXE;Steinkohle;F;E001;220;175,779;586;586;586;586;432,094;586;586;586;586;586
L'ARDOISE;ORANGE;Gas;F;E001;220;17,386;87;87;50,8792;87;17,386;41,2185;50,8792;42,0962;50,325;87
LE BLAYAIS;LE BLAYAIS;KKW;F;E001;380;2548;3640;3640;3640;3640;3640;3640;3640;3640;3640;3640
LE BUGEY;LE BUGEY;KKW;F;E001;380;2506;3580;3580;3580;3580;3580;3580;3580;3580;3580;3580
LE CHASTANG;ROSIERS D'EGLETONS;Müll;F;E001;220;0;91;91;91;91;91;91;91;91;91;91
LE HAVRE;LE HAVRE;Steinkohle;F;E001;380;460,779;1536;1536;1536;1536;1190,7382;1536;1536;1536;1536;1536
LE TRICASTIN;LE TRICASTIN;KKW;F;E001;380;2562;3660;3660;3660;3660;3660;3660;3660;3660;3660;3660
LES ESPIERS;ORISANE;Müll;F;E001;220;0;96;96;96;96;96;96;96;96;96;96
LES ESPIERS;VALORYELE;Müll;F;E001;220;0;96;96;96;96;96;96;96;96;96;96
L'ESTALON;TOULON;Müll;F;E001;220;0;106;106;106;106;106;106;106;106;106;106
LUCY;LUCY;Steinkohle;F;E001;220;106,779;356;356;356;356;253,9593;356;356;356;356;356
MARSILLON;PAU-LESCAR;Müll;F;E001;380;0;92;92;92;92;92;92;92;92;92;92
MARTIGUES;MARTIGUES;Öl;F;E001;220;203,186;1016;203,186;203,186;203,186;203,186;203,186;203,186;203,186;203,186;203,186
MIONS;VALORLY;Müll;F;E001;380;0;94;94;94;94;94;94;94;94;94;94
MONTEREAU;MONTEREAU;Gas;F;E001;380;91,186;456;456;229,3411;456;91,186;139,4428;229,3411;155,478;224,4266;456
MORBRAS;VAIRES;Steinkohle;F;E001;380;192,279;641;641;641;641;475,9176;641;641;641;641;641
MOUGINS;ANTIBES;Müll;F;E001;220;0;96;96;96;96;96;96;96;96;96;96
MOULNEAUX;ISSEANE;Müll;F;E001;220;0;136;136;136;136;136;136;136;136;136;136
MOULNEAUX;ST. OUEN;Müll;F;E001;220;0;96;96;96;96;96;96;96;96;96;96
MÜLHAUSEN;SAUSHEIM;Müll;F;E001;220;0;99;99;99;99;99;99;99;99;99;99
NANTES;CHEVIRE;Gas;F;E001;220;87,186;436;436;221,2281;436;87,186;134,7702;221,2281;150,5849;216,762;436
NIORT;GIZAY;Gas;F;E001;220;17,346;87;87;50,8583;87;17,346;41,1874;50,8583;42,0671;50,304;87
NOGENT/SEINE;NOGENT;KKW;F;E001;380;1834;2620;2620;2620;2620;2620;2620;2620;2620;2620;2620
PALUEL;PENLY POSTE PALUEL;KKW;F;E001;380;3724;5320;5320;5320;5320;5320;5320;5320;5320;5320;5320
PARISET;COGERI;Gas;F;E001;220;21,026;106;106;61,7969;106;21,026;47,9365;61,7969;49,676;61,1889;106
PASSY;PASSY;Müll;F;E001;220;0;90;90;90;90;90;90;90;90;90;90
PENLY;PENLY CENTRALE;KKW;F;E001;380;1862;2660;2660;2660;2660;2660;2660;2660;2660;2660;2660
PEYROU;LUNEL-VIEL;Müll;F;E001;220;0;96;96;96;96;96;96;96;96;96;96
PORCHEVILLE B;PORCHEVILLE;Öl;F;E001;380;497,186;2486;497,186;497,186;497,186;497,186;497,186;497,186;497,186;497,186;497,186
PORT BOUC;COMBIGOLFE;Gas;F;E001;220;105,186;526;526;256,7473;526;105,186;155,1556;256,7473;172,2006;250,1708;526
PORT BOUC;FOS-SUR-MER;Gas;F;E001;220;115,186;576;576;275,4115;576;115,186;165,8051;275,4115;183,9136;267,6025;576
PORT BOUC;CYCOFOS;Gas;F;E001;220;114,986;575;575;275,0456;575;114,986;165,5964;275,0456;183,6806;267,2613;575
PREGUILLAC;ST. LAURENT DE COGNAC;Gas;F;E001;380;17,346;87;87;50,8583;87;17,346;41,1874;50,8583;42,0671;50,304;87
PUSY;NOIDANS-LE-FERROUX;Müll;F;E001;220;0;90;90;90;90;90;90;90;90;90;90
PYMONT;LONS-LE-SAUNIER;Müll;F;E001;220;0;87;87;87;87;87;87;87;87;87;87
QUARTES;P. SAMBRE;Gas;F;E001;220;99,586;498;498;245,9656;498;99,586;148,9885;245,9656;165,571;240,0673;498
RABATAU;LA CIOTAT;Gas;F;E001;220;17,426;88;88;51,379;88;17,426;41,4711;51,379;42,3959;50,8212;88
RECY;AUREADE;Müll;F;E001;220;0;94;94;94;94;94;94;94;94;94;94
SANDOUVILLE;OREADE;Müll;F;E001;220;0;103;103;103;103;103;103;103;103;103;103
SEPTEMES;SEMAG;Gas;F;E001;220;17,346;87;87;50,8583;87;17,346;41,1874;50,8583;42,0671;50,304;87
ST. NAZAIRE;MONTOIR-DE-BRETAGNE;Gas;F;E001;220;104,186;521;521;254,8394;521;104,186;154,0655;254,8394;171,0212;248,3849;521
ST-ALBAN-ST-MAURICE;ST. ALBAN;KKW;F;E001;380;1869;2670;2670;2670;2670;2670;2670;2670;2670;2670;2670
ST. AVOLD;EMILE-HUCHET;Steinkohle;F;E001;380;418,779;1396;1396;1396;1396;1078,4671;1396;1396;1396;1396;1396
ST-LAURENT-DES-EAUX 1;ST-LAURENT-DES-EAUX 1;KKW;F;E001;380;640,5;915;915;915;915;915;915;915;915;915;915
ST-LAURENT-DES-EAUX 2;ST-LAURENT-DES-EAUX 2;KKW;F;E001;380;640,5;915;915;915;915;915;915;915;915;915;915
STRASBOURG;STRASBOURG 2;Müll;F;E001;220;0;108;108;108;108;108;108;108;108;108;108
THIONVILLE;THIONVILLE;Gas;F;E001;220;53,186;266;266;146,1822;266;53,186;92,4695;146,1822;104,5594;144,6214;266
TRINITE VICTOR;NICE;Müll;F;E001;220;0;114;114;114;114;114;114;114;114;114;114
VALENCIENNES;BOUCHAIN;Steinkohle;F;E001;220;100,779;336;336;336;336;238,889;336;336;336;336;336
VALENCIENNES;ST. SAULVE;Müll;F;E001;220;0;101;101;101;101;101;101;101;101;101;101
VANDIERES;BLENOD;Steinkohle;F;E001;380;250,779;836;836;836;836;634,6755;836;836;836;836;836
VERFEIL;BESSIERES;Müll;F;E001;380;0;103;103;103;103;103;103;103;103;103;103
VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;Müll;F;E001;220;0;93;93;93;93;93;93;93;93;93;93
VILLEVAUDE;ST. THIBAULT-DES-VIGNES;Müll;F;E001;380;0;98;98;98;98;98;98;98;98;98;98
VINCEY;RAMBERVILLERS;Müll;F;E001;380;0;92;92;92;92;92;92;92;92;92;92
VITRY;VITRY;Steinkohle;F;E001;220;385,779;1286;1286;1286;1286;992,1965;1286;1286;1286;1286;1286
VITRY;CRETEIL;Müll;F;E001;220;0;106;106;106;106;106;106;106;106;106;106
VITRY;IVRY PARIS;Müll;F;E001;220;0;149;149;149;149;149;149;149;149;149;149
ASTON;ASTON;Wasserspeicher;F;E003;220;0;156;0;0;0;0;0;0;0;0;0
AUSSOIS;AUSSOIS;Wasserspeicher;F;E003;220;0;238;0;0;0;0;0;0;0;0;0
BIANCON;ST. CASSIEN;Wasserspeicher;F;E003;380;0;61;0;0;0;0;0;0;0;0;0
BROMMAT;BROMMAT;Wasserspeicher;F;E003;380;0;484;0;0;0;0;0;0;0;0;0
CIZE;CIZE-BOLOZON;Wasserspeicher;F;E003;220;0;81;0;0;0;0;0;0;0;0;0
CURBANS;LAZER;Wasserspeicher;F;E003;220;0;56;0;0;0;0;0;0;0;0;0
CURBANS;CURBANS;Wasserspeicher;F;E003;220;0;205;0;0;0;0;0;0;0;0;0
FOUSCAIS;ST. GUILLERME;Wasserspeicher;F;E003;220;0;156;0;0;0;0;0;0;0;0;0
GENISSIAT;GENISSIAT;Wasserspeicher;F;E003;380;0;460;0;0;0;0;0;0;0;0;0
IZERNORE;MOUX-CHARMINES;Wasserspeicher;F;E003;220;0;68;0;0;0;0;0;0;0;0;0
JACQUARD;GRANGENT;Wasserspeicher;F;E003;220;0;77;0;0;0;0;0;0;0;0;0
LA BATHIE;LA BATHIE;Wasserspeicher;F;E003;380;0;586;0;0;0;0;0;0;0;0;0
LA COCHE;LA COCHE;Pumpspeicher;F;E003;380;-340;360;0;0;0;0;0;0;0;0;0
LA MOLE;VAL-BEYNETTE;Wasserspeicher;F;E003;220;0;70;0;0;0;0;0;0;0;0;0
LA MOLE;TRIOUZOUNE;Wasserspeicher;F;E003;220;0;62;0;0;0;0;0;0;0;0;0
LA MOLE;NEUVIC;Wasserspeicher;F;E003;220;0;62;0;0;0;0;0;0;0;0;0
LA MOLE;MAREGES;Wasserspeicher;F;E003;220;0;312;0;0;0;0;0;0;0;0;0
LA MOLE;BORT;Wasserspeicher;F;E003;220;0;280;0;0;0;0;0;0;0;0;0
LANNEMEZAN;LE PORTILLON;Wasserspeicher;F;E003;220;0;135;0;0;0;0;0;0;0;0;0
LARDIT;LARDIT;Wasserspeicher;F;E003;220;0;85;0;0;0;0;0;0;0;0;0
LE BREUIL;VALETTE;Wasserspeicher;F;E003;380;0;106;0;0;0;0;0;0;0;0;0
LE BREUIL;L'AIGLE;Wasserspeicher;F;E003;380;0;400;0;0;0;0;0;0;0;0;0
LE BROC-CARROS;ST. MARTIN-VESUBIE;Wasserspeicher;F;E003;380;0;92;0;0;0;0;0;0;0;0;0
LE BROC-CARROS;LE BANCAIRON;Wasserspeicher;F;E003;380;0;90;0;0;0;0;0;0;0;0;0
LE CHASTANG;LE CHASTANG;Wasserspeicher;F;E003;220;0;333;0;0;0;0;0;0;0;0;0
LE CHEYLAS;LE CHEYLAS;Pumpspeicher;F;E003;380;-480;540;0;0;0;0;0;0;0;0;0
LE HOURAT;LICQ-ATHEREY;Wasserspeicher;F;E003;220;0;67;0;0;0;0;0;0;0;0;0
LE HOURAT;HOURAT;Wasserspeicher;F;E003;220;0;179;0;0;0;0;0;0;0;0;0
LE SAUTET;SAUTET;Wasserspeicher;F;E003;220;0;116;0;0;0;0;0;0;0;0;0
LES BREVIERES;LES BREVIERES;Wasserspeicher;F;E003;220;0;436;0;0;0;0;0;0;0;0;0
L'HOSPITALET;L'HOSPITALET;Wasserspeicher;F;E003;220;0;133;0;0;0;0;0;0;0;0;0
