$Bez. SO;Bezeichner;Langname;$UKZ;$Kurzname;$Un;P min;P0;P max
TYNEC;KOLIN;Braunkohle;C;E001;380;17,415;37,2558;59
VRESOVA;VRESOVA;Braunkohle;C;E001;220;198,615;309,9342;663
ALTEN;string;Pumpspeicher;D;E003;string;0;2104;2104
ATKSH;string;Wasserspeicher;D;E003;string;0;310;310
AUDOR;string;Öl;D;E001;string;17,4;17,4;87
BASF;string;Gas;D;E001;string;32;32;160
BECHT;string;Gas;D;E001;string;11;11;55
BERGM;string;Steinkohle;D;E001;string;103,5;218,2474;345
BERGS;string;Gas;D;E001;string;2,44;2,44;13
BERTRANGE;LEUDELANGE;Müll;D;E001;220;0;47;47
BEXBA;string;Steinkohle;D;E001;string;216,3;546,5615;721
BIBLI;string;KKW;D;E001;string;802,2;2386;2386
BISCH;string;Gas;D;E001;string;67;67;335
BIXTE;string;Pumpspeicher;D;E003;string;0;8;8
BLOCK;string;Steinkohle;D;E001;string;17,6;150,806;475
BOCHU;string;Steinkohle;D;E001;string;39,9;261,1256;413
BOXBE;string;Braunkohle;D;E001;string;0;9,8909e-11;1787
BRAUW;string;Braunkohle;D;E001;string;0;1,316e-10;842
BROKD;string;KKW;D;E001;string;987;1410;1410
BRUNS;string;Öl;D;E001;string;12,7;821,8;1027
CHARL;string;Gas;D;E001;string;14;128,6;643
DAXLA;string;Gas;D;E001;string;70,6;403,8616;858
DOLLE;string;Steinkohle;D;E001;string;10,1;186,3153;362
ELMEN;string;Steinkohle;D;E001;string;44,7;299,2587;473
EMDEN;string;Gas;D;E001;string;10;10;50
ERFUR;string;Pumpspeicher;D;E003;string;0;756;756
ESCH;TWINERG;GuD;D;E001;220;82,934;82,934;415
ETZEN;string;Pumpspeicher;D;E003;string;0;254;254
FARGE;string;Steinkohle;D;E001;string;105;221,559;350
FLEBOUR;ESCH-SUR-SURE;Wasserspeicher;D;E003;220;0;13;13
FRANF;string;Steinkohle;D;E001;string;11,2;85,4859;287
GAREN;string;Gas;D;E001;string;83,4;83,4;417
GERST;string;Steinkohle;D;E001;string;11;897,0969;2307
GOHRP;string;Braunkohle;D;E001;string;0;2,3021e-10;1231
GRAFE;string;KKW;D;E001;string;892,5;1275;1275
GROHN;string;KKW;D;E001;string;952;1360;1360
GROSG;string;Öl;D;E001;string;17;69,4;347
GROSK;string;Steinkohle;D;E001;string;74,7;802,8301;1674
GUNDE;string;Steinkohle;D;E001;string;33,6;2765,4141;3292
GURTW;string;Pumpspeicher;D;E003;string;0;1820;1820
HALFE;string;Braunkohle;D;E001;string;0;3,2782e-11;85
HAMBO;string;Steinkohle;D;E001;string;22,5;125,0426;194
HANEK;string;Gas;D;E001;string;11;1493;2149
HANNO;string;Gas;D;E001;string;20,4;66,4;332
HBORN;string;Gas;D;E001;string;18;51;255
HEILB;string;Steinkohle;D;E001;string;25,5;251,4944;390
HELMS;string;Braunkohle;D;E001;string;0;3,2955e-11;352
HERNE;string;Steinkohle;D;E001;string;3,4;80,2087;132
HEYDE;string;Steinkohle;D;E001;string;2,4;607,548;1197
HOHEN;string;Öl;D;E001;string;15,48;15,48;78
HUNTO;string;Gas;D;E001;string;64,2;64,2;321
INGOL;string;Öl;D;E001;string;77,2;154,4;772
IRSCH;string;Gas;D;E001;string;4,6;92,2;461
ISAR;string;KKW;D;E001;string;614,6;2288;2288
ITZEH;string;Öl;D;E001;string;17,6;17,6;88
JAENS;string;Braunkohle;D;E001;string;0;1,978e-10;2790
KIEL;string;Steinkohle;D;E001;string;96,9;203,8224;323
KLOST;string;Pumpspeicher;D;E003;string;0;160;160
KNAPS;string;Braunkohle;D;E001;string;0;160;852
KOEPC;string;Pumpspeicher;D;E003;string;0;631;631
KRIEG;string;Gas;D;E001;string;10,6;175,2;876
KRUCK;string;Gas;D;E001;string;2,4;356,5864;714
KRUEM;string;KKW;D;E001;string;0;1340;1340
KUEHM;string;Pumpspeicher;D;E003;string;0;720;720
KUPFE;string;Gas;D;E001;string;11,4;11,4;57
KUSEN;string;Steinkohle;D;E001;string;103,5;436,4949;690
LANDE;string;Gas;D;E001;string;100;100;500
LAUCH;string;Braunkohle;D;E001;string;0;24;1178
LEUPO;string;Wasserspeicher;D;E003;string;0;46;46
LIPPB;string;Steinkohle;D;E001;string;0;380,0213;596
LUDER;string;Pumpspeicher;D;E003;string;0;320;320
MALCH;string;Gas;D;E001;string;7,5;30;152
MARIE;string;Öl;D;E001;string;4,64;18,56;96
MARKB;string;Pumpspeicher;D;E003;string;0;2092;2092
MEHRU;string;Steinkohle;D;E001;string;207;510,1347;690
MENGE;string;Steinkohle;D;E001;string;215,1;541,7778;717
METZI;string;Pumpspeicher;D;E003;string;0;180;180
MITTE;string;Gas;D;E001;string;10,2;166,7811;635
MOELL;string;Steinkohle;D;E001;string;95,4;403,7468;640
MUEND;string;Gas;D;E001;string;60,6;60,6;303
NDVIE;string;Steinkohle;D;E001;string;31;205,9432;433
NECKA;string;KKW;D;E001;string;27;2285,5707;2486
NEURO;string;Steinkohle;D;E001;string;60,75;681,3183;1063
NIEDS;string;Pumpspeicher;D;E003;string;0;2192;2192
NWIES;string;Gas;D;E001;string;0;11,44;115
OBERN;string;Wasserspeicher;D;E003;string;0;72;72
OBERZ;string;Gas;D;E001;string;0;108,8;2600
OPLAD;string;Braunkohle;D;E001;string;0;3,1;1081
OSTER;string;Gas;D;E001;string;0;60,68;581
PHILI;string;KKW;D;E001;string;623;2292;2292
PLEIN;string;Öl;D;E001;string;138,8;138,8;694
POEPI;string;Steinkohle;D;E001;string;103,5;218,2474;345
POLSU;string;Steinkohle;D;E001;string;103,5;712,53;1021
PULGA;string;Braunkohle;D;E001;string;0;6,5953e-11;1750
RAITE;string;Gas;D;E001;string;15;30;150
REMPT;string;Pumpspeicher;D;E003;string;0;160;160
REUTE;string;Steinkohle;D;E001;string;6;184,9852;282
RHEIN;string;Gas;D;E001;string;8;139,714;407
ROMME;string;Braunkohle;D;E001;string;0;3,9517e-10;5253
ROOST;REDANGE;Gas;D;E001;220;7,534;7,534;38
ROSTO;string;Steinkohle;D;E001;string;152,4;335,6586;508
ROXEL;string;Öl;D;E001;string;4,66;13,98;72
SCHOL;string;Steinkohle;D;E001;string;21;45,6321;70
SIEGB;string;Braunkohle;D;E001;string;0;3,2846e-11;118
STREU;string;Pumpspeicher;D;E003;string;0;40;40
SWPUM;string;Braunkohle;D;E001;string;0;6,5952e-11;1536
THYRO;string;Gas;D;E001;string;7,3;59,2;300
TIENG;string;Gas;D;E001;string;0;948;980
UCHTE;string;Gas;D;E001;string;25;497,3971;781
UENTR;string;Gas;D;E001;string;167,6;167,6;838
UNTER;string;KKW;D;E001;string;941,5;1345;1345
URBER;string;Pumpspeicher;D;E003;string;0;440;440
VELTH;string;Steinkohle;D;E001;string;13;330,9768;796
VIANDEN;VIANDEN;Pumpspeicher;D;E003;220;-850;1096;1096
WALDE;string;Wasserspeicher;D;E003;string;0;1266;1266
WALSU;string;Steinkohle;D;E001;string;38,7;399,8258;628
WENDL;string;Gas;D;E001;string;10;240,4515;553
WESTE;string;Steinkohle;D;E001;string;238,2;630,2144;794
WILHE;string;Steinkohle;D;E001;string;11,2;601,0445;813
ZENSE;string;Steinkohle;D;E001;string;208,5;1031,7898;1390
ZUKUN;string;Laufwasser;D;E001;string;0;28;28
AMAGER;AMAGERVAERKET;Steinkohle;DK_O;E001;150;122,445;409;409
ASNAES POWER STATION;ASNAESVAERKET;Ölschiefer;DK_O;E001;380;211,03;212,456;1056
AVEDÖRE POWER STATION;AVEDÖRE VAERKET;Gas;DK_O;E001;380;161,63;809;809
BORUP;HILLERÖD;Gas;DK_O;E001;150;15,03;76;76
GLENTEGÄRD;DTU;Gas;DK_O;E001;380;7,23;37;37
H. C. ÖRSTED POWER STATION;H. C. ÖRSTED VAERKET;Gas;DK_O;E001;380;26,23;132;132
HASLEV;HASLEV;Heizkraftwerk;DK_O;E001;150;0;4;4
HEJNINGE;SLAGELSE;Heizkraftwerk;DK_O;E001;150;0;10;10
KYNDBY;KYNDBYVAERKET;Öl;DK_O;E001;380;134,83;136,157;675
RINGSTED;RINGSTED;Gas;DK_O;E001;150;1,83;10;10
STIGSNAES;STIGSNAESVAERKET;Steinkohle;DK_O;E001;150;122,145;408;408
SVANEMÖLLE;SVANEMÖLLEVAERKET;Steinkohle;DK_O;E001;150;23,745;80;80
TEGLSTRUPGÄRD;HELSINGÖR;Gas;DK_O;E001;150;11,03;56;56
VALSEVAERKET;HELSINGE;Gas;DK_O;E001;150;0,25;2;2
VESTLOLLAND;MARIBO;Heizkraftwerk;DK_O;E001;150;0;8;8
ABILDSKOV;GLAMSBJERG;Gas;DK_W;E001;150;0,37;0,37;2
AMAGER;AMAGERVAERKET;Steinkohle;DK_W;E001;150;122,445;153,3305;409
ASNAES POWER STATION;ASNAESVAERKET;Ölschiefer;DK_W;E001;380;211,03;211,03;1056
AVEDÖRE POWER STATION;AVEDÖRE VAERKET;Gas;DK_W;E001;380;161,63;161,63;809
BORUP;HILLERÖD;Gas;DK_W;E001;150;15,03;15,03;76
BREDEKAER;HJÖRRING;Gas;DK_W;E001;150;11,63;11,63;59
ENSTED;ENSTED VAERKET;Steinkohle;DK_W;E001;220;186,945;223,2091;624
ESBJERG;ESBJERG VAERKET;Steinkohle;DK_W;E001;150;112,845;142,8846;377
FYNS;FYNS VAERKET;Steinkohle;DK_W;E001;380;201,945;240,0364;674
GLENTEGÄRD;DTU;Gas;DK_W;E001;380;7,23;7,23;37
H. C. ÖRSTED POWER STATION;H. C. ÖRSTED VAERKET;Gas;DK_W;E001;380;26,23;26,23;132
HASLEV;HASLEV;Heizkraftwerk;DK_W;E001;150;0;4;4
HATTING;HORSENS;Müll;DK_W;E001;150;0;34;34
HEJNINGE;SLAGELSE;Heizkraftwerk;DK_W;E001;150;0;10;10
HERNING;HERNING;Gas;DK_W;E001;150;17,43;17,43;88
KYNDBY;KYNDBYVAERKET;Öl;DK_W;E001;380;134,83;134,83;675
LYKKEGÄRD;BRAMMING;Gas;DK_W;E001;150;2,77;2,77;14
MAGSTRUP;HADERSLEV;Müll;DK_W;E001;150;0;2;2
MOSELUND;RANDERS;Steinkohle;DK_W;E001;150;15,045;28,1207;51
NIBSTRUP;TAARS;Gas;DK_W;E001;150;0,63;0,63;4
NORDJYLLANDS;NORDJYLLANDS VAERKET 1;Steinkohle;DK_W;E001;380;197,445;234,9197;659
RINGSTED;RINGSTED;Gas;DK_W;E001;150;1,83;1,83;10
SKAERBAEKVAERKET;SKAERBAEKVAERKET;Gas;DK_W;E001;380;78,03;78,03;391
STIGSNAES;STIGSNAESVAERKET;Steinkohle;DK_W;E001;150;122,145;153,0047;408
STRUER;MÄBJERG;Heizkraftwerk;DK_W;E001;150;0;27;27
STUDSTRUP;STUDSTRUPVAERKET;Ölschiefer;DK_W;E001;380;139,63;139,63;699
SVANEMÖLLE;SVANEMÖLLEVAERKET;Steinkohle;DK_W;E001;150;23,745;40,4827;80
SVENDBORG;RUDKÖBING;Heizkraftwerk;DK_W;E001;150;0;1;1
TANGE;BJERRINGBRO;Gas;DK_W;E001;150;0;12,03;21
TEGLSTRUPGÄRD;HELSINGÖR;Gas;DK_W;E001;150;11,03;11,03;56
THYREGOD;NÖRRE SNEDE;Gas;DK_W;E001;150;0,35;0,92;5
VALSEVAERKET;HELSINGE;Gas;DK_W;E001;150;0,25;0,25;2
VESTLOLLAND;MARIBO;Heizkraftwerk;DK_W;E001;150;0;8;8
ÄSTRUP;GRENÄ;Heizkraftwerk;DK_W;E001;150;0;17;17
ARAMON;ARAMON;Öl;F;E001;380;297,186;297,186;1486
ARRIGHI;ARRIGHI;Gas;F;E001;220;67,186;67,186;336
ASTON;ASTON;Wasserspeicher;F;E003;220;0;156;156
AUSSOIS;AUSSOIS;Wasserspeicher;F;E003;220;0;238;238
BAIXAS;CALCE;Müll;F;E001;380;0;2,7053e-11;108
BATZENDORF;SCHWEIGHOUSE-SUR-MODER;Müll;F;E001;220;0;2,7021e-11;89
BAYET;BAYET;Gas;F;E001;380;98,786;98,786;494
BEAUCHAMPS;IKOS - FRESNOY FOLNY;Gas;F;E001;220;17,366;17,366;87
BEAUREGARD;BLOIS;Müll;F;E001;220;0;2,7026e-11;92
BELLEVILLE;BELLEVILLE;KKW;F;E001;380;1834;2334,137;2620
BERANVILLE;EVREUX;Müll;F;E001;220;0;2,7028e-11;93
BIANCON;ST. CASSIEN;Wasserspeicher;F;E003;380;0;61;61
BRAEK;BRAEK;Gas;F;E001;220;177,186;177,186;886
BRENNILIS;BRENNILIS;Gas;F;E001;220;76,186;76,186;381
BROMMAT;BROMMAT;Wasserspeicher;F;E003;380;0;484;484
CAEN;LDC;Gas;F;E001;220;17,246;17,246;87
CANTEGRIT;PONTENX-LES-FORGES;Müll;F;E001;380;0;2,7021e-11;89
CATTENOM;CATTENOM;KKW;F;E001;380;3640;4672,8007;5200
CERGY;AZALYS;Müll;F;E001;380;0;2,7034e-11;96
CHALON;CHAGNY;Gas;F;E001;220;17,426;17,426;88
CHATEAURENARD;AVIGNON-VEDENE;Müll;F;E001;220;0;2,7039e-11;99
CHINON B;CHINON;KKW;F;E001;380;2534;3239,5441;3620
CHOOZ B;CHOOZ B;KKW;F;E001;380;2100;2682,1174;3000
CIVAUX;CIVAUX;KKW;F;E001;380;2093;2673,1516;2990
CIZE;CIZE-BOLOZON;Wasserspeicher;F;E003;220;0;81;81
CORDEMAIS;CORDEMAIS-POSTE;Steinkohle;F;E001;380;805,779;805,779;2686
CORMEILLES;ARGENTEUIL;Müll;F;E001;220;0;118,072;782
CREIL;ESIANE;Müll;F;E001;220;0;2,7041e-11;100
CROIX-DE-METZ;CROIX-DE-METZ;Gas;F;E001;220;0;0;0
CRUAS-MEYSSE;CRUAS;KKW;F;E001;380;2562;3275,6067;3660
CURBANS;LAZER;Wasserspeicher;F;E003;220;0;261;261
DAMPIERRE-EN-BURLY;DAMPIERRE;KKW;F;E001;380;2492;3185,4723;3560
DIRINON;DIRINON;Gas;F;E001;220;51,186;51,186;256
DOBERIE;LAMBALLE;Müll;F;E001;220;0;2,7019e-11;88
FAVARY;PROVENCE SNET;Steinkohle;F;E001;220;286,179;286,179;954
FESSENHEIM;FESSENHEIM 1;KKW;F;E001;380;1232;1549,6394;1760
FLAMANVILLE;FLAMANVILLE;KKW;F;E001;380;1862;2370,8385;2660
FLEAC;CALITOM;Gas;F;E001;220;17,346;17,346;87
FLOIRAC;BORDEAUX-BEGLES;Müll;F;E001;220;0;2,7054e-11;109
FOUSCAIS;ST. GUILLERME;Wasserspeicher;F;E003;220;0;156;156
GARCHIZY;FOURCHAMBAULT;Müll;F;E001;220;0;2,7023e-11;90
GENISSIAT;BELLEGARDE-SUR-VALSERINE;Müll;F;E001;380;0;460;557
GERVANS;CHAMPBLAIN;Gas;F;E001;220;25,786;25,786;129
GIEN;GIEN;Müll;F;E001;220;0;2,7026e-11;92
GOLFECH;GOLFECH;KKW;F;E001;380;1834;2334,137;2620
GRAVELINES;GRAVELINES;KKW;F;E001;380;3822;4910,4299;5460
HORNAING;HORNAING;Steinkohle;F;E001;220;0;101,679;431
IZERNORE;MOUX-CHARMINES;Wasserspeicher;F;E003;220;0;68;68
JACQUARD;GRANGENT;Wasserspeicher;F;E003;220;0;77;77
L'ARDOISE;ORANGE;Gas;F;E001;220;17,386;17,386;87
L'ESTALON;TOULON;Müll;F;E001;220;0;2,705e-11;106
L'HOSPITALET;L'HOSPITALET;Wasserspeicher;F;E003;220;0;133;133
LA BATHIE;LA BATHIE;Wasserspeicher;F;E003;380;0;586;586
LA COCHE;LA COCHE;Pumpspeicher;F;E003;380;-340;360;360
LA MAXE;LA MAXE;Steinkohle;F;E001;220;175,779;175,779;586
LA MOLE;VAL-BEYNETTE;Wasserspeicher;F;E003;220;0;786;786
LANNEMEZAN;LE PORTILLON;Wasserspeicher;F;E003;220;0;135;135
LARDIT;LARDIT;Wasserspeicher;F;E003;220;0;85;85
LE BLAYAIS;LE BLAYAIS;KKW;F;E001;380;2548;3257,574;3640
LE BREUIL;VALETTE;Wasserspeicher;F;E003;380;0;506;506
LE BROC-CARROS;ST. MARTIN-VESUBIE;Wasserspeicher;F;E003;380;0;182;182
LE BUGEY;LE BUGEY;KKW;F;E001;380;2506;3203,4933;3580
LE CHASTANG;ROSIERS D'EGLETONS;Müll;F;E001;220;0;333;424
LE CHEYLAS;LE CHEYLAS;Pumpspeicher;F;E003;380;-480;540;540
LE HAVRE;LE HAVRE;Steinkohle;F;E001;380;460,779;460,779;1536
LE HOURAT;LICQ-ATHEREY;Wasserspeicher;F;E003;220;0;246;246
LE SAUTET;SAUTET;Wasserspeicher;F;E003;220;0;116;116
LE TRICASTIN;LE TRICASTIN;KKW;F;E001;380;2562;3275,6067;3660
LES BREVIERES;LES BREVIERES;Wasserspeicher;F;E003;220;0;436;436
LES ESPIERS;ORISANE;Müll;F;E001;220;0;5,4068e-11;192
LUCY;LUCY;Steinkohle;F;E001;220;106,779;106,779;356
MARSILLON;PAU-LESCAR;Müll;F;E001;380;0;2,7026e-11;92
MARTIGUES;MARTIGUES;Öl;F;E001;220;203,186;203,186;1016
MAZE;AUZERETTE;Wasserspeicher;F;E003;220;0;69;69
MENTON;ST. DALMAS;Wasserspeicher;F;E003;220;0;90;90
MERENS;TEICH;Wasserspeicher;F;E003;220;0;392;392
MIEGEBAT;ARTOUSTE;Wasserspeicher;F;E003;220;0;128;128
MIONS;VALORLY;Müll;F;E001;380;0;2,703e-11;94
MONTAHUT;MONTAHUT;Wasserspeicher;F;E003;220;0;143;143
MONTEREAU;MONTEREAU;Gas;F;E001;380;91,186;91,186;456
MONTEYNARD;MONTEYNARD;Wasserspeicher;F;E003;220;0;506;506
MONTEZIC;MONTEZIC POSTE;Pumpspeicher;F;E003;380;-840;950;950
MORBRAS;VAIRES;Steinkohle;F;E001;380;192,279;192,279;641
MOUGINS;ANTIBES;Müll;F;E001;220;0;2,7034e-11;96
MOULNEAUX;ISSEANE;Müll;F;E001;220;0;5,4119e-11;232
MÜLHAUSEN;SAUSHEIM;Müll;F;E001;220;0;2,7039e-11;99
NANTES;CHEVIRE;Gas;F;E001;220;87,186;87,186;436
NIORT;GIZAY;Gas;F;E001;220;17,346;17,346;87
NOGENT/SEINE;NOGENT;KKW;F;E001;380;1834;2334,137;2620
PALUEL;PENLY POSTE PALUEL;KKW;F;E001;380;3724;4782,4103;5320
PARISET;COGERI;Gas;F;E001;220;21,026;21,026;106
PASSY;PASSY;Müll;F;E001;220;0;2,7023e-11;90
PENLY;PENLY CENTRALE;KKW;F;E001;380;1862;2370,8385;2660
PEYRAT;VASSIVIERE;Wasserspeicher;F;E003;220;0;155;155
PEYROU;LUNEL-VIEL;Müll;F;E001;220;0;2,7034e-11;96
PIED-DE-BORNE;PUYLAURENT;Wasserspeicher;F;E003;220;0;194;194
PLAINE HAUTE;GUERLEDAN;Wasserspeicher;F;E003;380;0;56;56
PORCHEVILLE B;PORCHEVILLE;Öl;F;E001;380;497,186;497,186;2486
PORT BOUC;COMBIGOLFE;Gas;F;E001;220;105,186;335,358;1677
PRAGNERES;SOULOM;Wasserspeicher;F;E003;220;-331,15;429;429
PREGUILLAC;ST. LAURENT DE COGNAC;Gas;F;E001;380;17,346;17,346;87
PUSY;NOIDANS-LE-FERROUX;Müll;F;E001;220;0;2,7023e-11;90
PYMONT;LONS-LE-SAUNIER;Müll;F;E001;220;0;2,7016e-11;87
QUARTES;P. SAMBRE;Gas;F;E001;220;99,586;99,586;498
QUINSON;QUINSON;Wasserspeicher;F;E003;220;0;81;81
RABATAU;LA CIOTAT;Gas;F;E001;220;17,426;17,426;88
RECY;AUREADE;Müll;F;E001;220;0;2,703e-11;94
REVIN;REVIN;Pumpspeicher;F;E003;380;-800;848;848
RIORGES;VILLEREST;Wasserspeicher;F;E003;220;0;98;98
RUEYRES;ST. ETIENNE-CANTALES;Wasserspeicher;F;E003;380;0;712;712
SALLES CURAN;BAGE;Wasserspeicher;F;E003;220;0;110;110
SANDOUVILLE;OREADE;Müll;F;E001;220;0;2,7045e-11;103
SAVIGNAC;MARCILLAC;Wasserspeicher;F;E003;220;0;70;70
SEPTEMES;SEMAG;Gas;F;E001;220;17,346;17,346;87
SERRE-PONCON;LES CLAUX;Wasserspeicher;F;E003;220;0;528;528
SISTERON;SISTERON;Wasserspeicher;F;E003;220;0;254;254
ST-ALBAN-ST-MAURICE;ST. ALBAN;KKW;F;E001;380;1869;2380,0159;2670
ST-LAURENT-DES-EAUX 1;ST-LAURENT-DES-EAUX 1;KKW;F;E001;380;640,5;793,3933;915
ST-LAURENT-DES-EAUX 2;ST-LAURENT-DES-EAUX 2;KKW;F;E001;380;640,5;793,3933;915
ST. AVOLD;EMILE-HUCHET;Steinkohle;F;E001;380;418,779;418,779;1396
ST. CROIX;CHAUDANNE;Wasserspeicher;F;E003;220;0;370;370
ST. GUILLERME;CHAMPCELLA;Wasserspeicher;F;E003;220;0;52;52
ST. NAZAIRE;MONTOIR-DE-BRETAGNE;Gas;F;E001;220;104,186;104,186;521
ST. VICTOR;LE POUGET;Pumpspeicher;F;E003;220;-41,5;612;612
STRASBOURG;STRASBOURG 2;Müll;F;E001;220;0;2,7053e-11;108
SUPER-BISSORTE;SUPER-BISSORTE;Pumpspeicher;F;E003;380;-640;923;923
THIONVILLE;THIONVILLE;Gas;F;E001;220;53,186;53,186;266
TORE-SUPRA;VINON;Wasserspeicher;F;E003;380;0;72;72
TRINITE VICTOR;NICE;Müll;F;E001;220;0;2,7061e-11;114
VALENCIENNES;BOUCHAIN;Steinkohle;F;E001;220;0;100,779;437
VANDIERES;BLENOD;Steinkohle;F;E001;380;250,779;250,779;836
VAUJANY;GRAND MAISON;Pumpspeicher;F;E003;380;-1275;1840;1840
VERFEIL;BESSIERES;Müll;F;E001;380;0;2,7045e-11;103
VILLARODIN;VILLARODIN;Wasserspeicher;F;E003;380;0;400;400
VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;Müll;F;E001;220;0;2,7028e-11;93
VILLEVAUDE;ST. THIBAULT-DES-VIGNES;Müll;F;E001;380;0;2,7037e-11;98
VINCEY;RAMBERVILLERS;Müll;F;E001;380;0;2,7026e-11;92
VITRY;VITRY;Steinkohle;F;E001;220;0;385,779;1541
VOUGLANS;VOUGLANS;Wasserspeicher;F;E003;220;0;328;328
BERGUM;BERGUM;Gas;N;E001;220;131,396;296,2292;657
BEVERWIJK;VELSEN;Gas;N;E001;380;0;526,152;1077
BORSSELE;SLOE;Gas;N;E001;380;79,596;2117,2118;2814
DIEMEN;DIEMEN 33;Gas;N;E001;380;0;425,6131;898
DODEWAARD;GELDERLAND;Steinkohle;N;E001;380;8,196;606,4556;624
EEMSHAVEN;EEMS 1;Gas;N;E001;380;0;748,7772;2448
EINDHOVEN;EINDHOVEN;Gas;N;E001;380;8,596;50,3786;88
GEERTRUIDENBERG;DONGE;Gas;N;E001;380;5,196;1697,683;2202
HENGELO;SALINCO;Gas;N;E001;380;0;78,5961;123
HESSENWEG;HARCULO;Gas;N;E001;220;69,796;178,0883;349
KRIMPEN;ROTTERDAM;GuD;N;E001;380;0;906,6412;1565
LELYSTAD;LELYSTAD;Gas;N;E001;380;22,396;500,5106;1106
LOUWSMEER;HARLINGEN;Müll;N;E001;220;0;10;10
MAASBRACHT;DSM;GuD;N;E001;380;45,196;1036,6085;2441
MAASVLAKTE;MAASVLAKTE 1;Steinkohle;N;E001;380;14,596;1134,7691;1166
MEEDEN;KLAZIENAVEEN;Gas;N;E001;380;3,196;90,2307;158
OOSTZAAN;HEMWEG 7;Steinkohle;N;E001;380;0;1120,7335;1470
ROBBENPLAAT;DELFZIJL;Müll;N;E001;380;0;4;4
SIMONSHAVEN;BOTLEK;Müll;N;E001;380;0;200,3174;227
WEIWERD;DELESTO;Gas;N;E001;220;104,596;247,7335;523
WESTERTEE;LEIDEN;Gas;N;E001;380;14,196;340,094;652
ZEYERVEEN;WIJSTER;Müll;N;E001;220;0;41;41
ALTENWÖRTH;THEIß;Gas;O;E001;220;171,696;171,696;859
BISAMBERG;DONAUSTADT 3;Gas;O;E001;380;0;169,792;923
DÜRNROHR;DÜRNROHR;Steinkohle;O;E001;380;244,644;244,644;816
HAUSRUCK;TIMELKAM CC;GuD;O;E001;220;0;205,9784;749
