$Bez. SO;Bezeichner;Langname;$UKZ;$Kurzname;$Un;P min;P0;P max
HANNO;string;Gas;D;E001;string;20,4;66,4;332
HBORN;string;Gas;D;E001;string;18;51;255
HEILB;string;Steinkohle;D;E001;string;25,5;282,0366;390
HELMS;string;Braunkohle;D;E001;string;0;2,3563e-07;352
HERNE;string;Steinkohle;D;E001;string;3,4;83,7058;132
HEYDE;string;Steinkohle;D;E001;string;2,4;848,8505;1197
HOHEN;string;Öl;D;E001;string;15,48;15,48;78
HUNTO;string;Gas;D;E001;string;64,2;64,2;321
INGOL;string;Öl;D;E001;string;77,2;154,4;772
IRSCH;string;Gas;D;E001;string;4,6;92,2;461
ISAR;string;KKW;D;E001;string;614,6;2288;2288
ITZEH;string;Öl;D;E001;string;17,6;17,6;88
JAENS;string;Braunkohle;D;E001;string;0;1,4141e-06;2790
KIEL;string;Steinkohle;D;E001;string;96,9;262,5631;323
KLOST;string;Pumpspeicher;D;E003;string;0;160;160
KNAPS;string;Braunkohle;D;E001;string;0;160;852
KOEPC;string;Pumpspeicher;D;E003;string;0;631;631
KRIEG;string;Gas;D;E001;string;10,6;175,2;876
KRUCK;string;Gas;D;E001;string;2,4;436,0853;714
KRUEM;string;KKW;D;E001;string;0;1340;1340
KUEHM;string;Pumpspeicher;D;E003;string;0;720;720
KUPFE;string;Gas;D;E001;string;11,4;11,4;57
KUSEN;string;Steinkohle;D;E001;string;103,5;565,7092;690
LANDE;string;Gas;D;E001;string;100;100;500
LAUCH;string;Braunkohle;D;E001;string;0;24;1178
LEUPO;string;Wasserspeicher;D;E003;string;0;46;46
LIPPB;string;Steinkohle;D;E001;string;0;462,4288;596
LUDER;string;Pumpspeicher;D;E003;string;0;320;320
MALCH;string;Gas;D;E001;string;7,5;30;152
MARIE;string;Öl;D;E001;string;4,64;18,56;96
MARKB;string;Pumpspeicher;D;E003;string;0;2092;2092
MEHRU;string;Steinkohle;D;E001;string;207;621,8029;690
MENGE;string;Steinkohle;D;E001;string;215,1;648,4781;717
METZI;string;Pumpspeicher;D;E003;string;0;180;180
MITTE;string;Gas;D;E001;string;10,2;173,1414;635
MOELL;string;Steinkohle;D;E001;string;95,4;519,6285;640
MUEND;string;Gas;D;E001;string;60,6;60,6;303
NDVIE;string;Steinkohle;D;E001;string;31;252,7744;433
NECKA;string;KKW;D;E001;string;27;2311,1242;2486
NEURO;string;Steinkohle;D;E001;string;60,75;882,5848;1063
NIEDS;string;Pumpspeicher;D;E003;string;0;2192;2192
NWIES;string;Gas;D;E001;string;0;11,44;115
OBERN;string;Wasserspeicher;D;E003;string;0;72;72
OBERZ;string;Gas;D;E001;string;0;108,8;2600
OPLAD;string;Braunkohle;D;E001;string;0;3,1;1081
OSTER;string;Gas;D;E001;string;0;60,68;581
PHILI;string;KKW;D;E001;string;623;2292;2292
PLEIN;string;Öl;D;E001;string;138,8;138,8;694
POEPI;string;Steinkohle;D;E001;string;103,5;282,8546;345
POLSU;string;Steinkohle;D;E001;string;103,5;890,6881;1021
PULGA;string;Braunkohle;D;E001;string;0;4,7155e-07;1750
RAITE;string;Gas;D;E001;string;15;30;150
REMPT;string;Pumpspeicher;D;E003;string;0;160;160
REUTE;string;Steinkohle;D;E001;string;6;200,1915;282
RHEIN;string;Gas;D;E001;string;8;153,0821;407
ROMME;string;Braunkohle;D;E001;string;0;2,8266e-06;5253
ROOST;REDANGE;Gas;D;E001;220;7,534;7,534;38
ROSTO;string;Steinkohle;D;E001;string;152,4;439,3422;508
ROXEL;string;Öl;D;E001;string;4,66;13,98;72
SCHOL;string;Steinkohle;D;E001;string;21;49,6964;70
SIEGB;string;Braunkohle;D;E001;string;0;2,3518e-07;118
STREU;string;Pumpspeicher;D;E003;string;0;40;40
SWPUM;string;Braunkohle;D;E001;string;0;4,7152e-07;1536
THYRO;string;Gas;D;E001;string;7,3;59,2;300
TIENG;string;Gas;D;E001;string;0;948;980
UCHTE;string;Gas;D;E001;string;25;612,7719;781
UENTR;string;Gas;D;E001;string;167,6;167,6;838
UNTER;string;KKW;D;E001;string;941,5;1345;1345
URBER;string;Pumpspeicher;D;E003;string;0;440;440
VELTH;string;Steinkohle;D;E001;string;13;391,2995;796
VIANDEN;VIANDEN;Pumpspeicher;D;E003;220;-850;1096;1096
WALDE;string;Wasserspeicher;D;E003;string;0;1266;1266
WALSU;string;Steinkohle;D;E001;string;38,7;496,3504;628
WENDL;string;Gas;D;E001;string;10;293,6048;553
WESTE;string;Steinkohle;D;E001;string;238,2;720,843;794
WILHE;string;Steinkohle;D;E001;string;11,2;698,1771;813
ZENSE;string;Steinkohle;D;E001;string;208,5;1253,5446;1390
ZUKUN;string;Laufwasser;D;E001;string;0;28;28
AMAGER;AMAGERVAERKET;Steinkohle;DK_O;E001;150;122,445;409;409
ASNAES POWER STATION;ASNAESVAERKET;Ölschiefer;DK_O;E001;380;211,03;367,3048;1056
AVEDÖRE POWER STATION;AVEDÖRE VAERKET;Gas;DK_O;E001;380;161,63;809;809
BORUP;HILLERÖD;Gas;DK_O;E001;150;15,03;76;76
GLENTEGÄRD;DTU;Gas;DK_O;E001;380;7,23;37;37
H. C. ÖRSTED POWER STATION;H. C. ÖRSTED VAERKET;Gas;DK_O;E001;380;26,23;132;132
HASLEV;HASLEV;Heizkraftwerk;DK_O;E001;150;0;4;4
HEJNINGE;SLAGELSE;Heizkraftwerk;DK_O;E001;150;0;10;10
KYNDBY;KYNDBYVAERKET;Öl;DK_O;E001;380;134,83;268,6242;675
RINGSTED;RINGSTED;Gas;DK_O;E001;150;1,83;10;10
STIGSNAES;STIGSNAESVAERKET;Steinkohle;DK_O;E001;150;122,145;408;408
SVANEMÖLLE;SVANEMÖLLEVAERKET;Steinkohle;DK_O;E001;150;23,745;80;80
TEGLSTRUPGÄRD;HELSINGÖR;Gas;DK_O;E001;150;11,03;56;56
VALSEVAERKET;HELSINGE;Gas;DK_O;E001;150;0,25;2;2
VESTLOLLAND;MARIBO;Heizkraftwerk;DK_O;E001;150;0;8;8
ABILDSKOV;GLAMSBJERG;Gas;DK_W;E001;150;0,37;0,37;2
BREDEKAER;HJÖRRING;Gas;DK_W;E001;150;11,63;11,63;59
ENSTED;ENSTED VAERKET;Steinkohle;DK_W;E001;220;186,945;480,8102;624
ESBJERG;ESBJERG VAERKET;Steinkohle;DK_W;E001;150;112,845;275,3928;377
FYNS;FYNS VAERKET;Steinkohle;DK_W;E001;380;201,945;524,363;674
HATTING;HORSENS;Müll;DK_W;E001;150;0;34;34
HERNING;HERNING;Gas;DK_W;E001;150;17,43;17,43;88
LYKKEGÄRD;BRAMMING;Gas;DK_W;E001;150;2,77;2,77;14
MAGSTRUP;HADERSLEV;Müll;DK_W;E001;150;0;2;2
MOSELUND;RANDERS;Steinkohle;DK_W;E001;150;15,045;34,3412;51
NIBSTRUP;TAARS;Gas;DK_W;E001;150;0,63;0,63;4
NORDJYLLANDS;NORDJYLLANDS VAERKET 1;Steinkohle;DK_W;E001;380;197,445;511,2352;659
SKAERBAEKVAERKET;SKAERBAEKVAERKET;Gas;DK_W;E001;380;78,03;78,03;391
STRUER;MÄBJERG;Heizkraftwerk;DK_W;E001;150;0;27;27
STUDSTRUP;STUDSTRUPVAERKET;Ölschiefer;DK_W;E001;380;139,63;139,63;699
SVENDBORG;RUDKÖBING;Heizkraftwerk;DK_W;E001;150;0;1;1
TANGE;BJERRINGBRO;Gas;DK_W;E001;150;0;12,03;21
THYREGOD;NÖRRE SNEDE;Gas;DK_W;E001;150;0,35;0,92;5
ÄSTRUP;GRENÄ;Heizkraftwerk;DK_W;E001;150;0;17;17
ARAMON;ARAMON;Öl;F;E001;380;297,186;297,186;1486
ARRIGHI;ARRIGHI;Gas;F;E001;220;67,186;67,186;336
ASTON;ASTON;Wasserspeicher;F;E003;220;0;156;156
AUSSOIS;AUSSOIS;Wasserspeicher;F;E003;220;0;238;238
BAIXAS;CALCE;Müll;F;E001;380;0;48,8737;108
BATZENDORF;SCHWEIGHOUSE-SUR-MODER;Müll;F;E001;220;0;41,0511;89
BAYET;BAYET;Gas;F;E001;380;98,786;98,786;494
BEAUCHAMPS;IKOS - FRESNOY FOLNY;Gas;F;E001;220;17,366;17,366;87
BEAUREGARD;BLOIS;Müll;F;E001;220;0;42,307;92
BELLEVILLE;BELLEVILLE;KKW;F;E001;380;1834;2620;2620
BERANVILLE;EVREUX;Müll;F;E001;220;0;42,7239;93
BIANCON;ST. CASSIEN;Wasserspeicher;F;E003;380;0;61;61
BRAEK;BRAEK;Gas;F;E001;220;177,186;177,186;886
BRENNILIS;BRENNILIS;Gas;F;E001;220;76,186;76,186;381
BROMMAT;BROMMAT;Wasserspeicher;F;E003;380;0;484;484
CAEN;LDC;Gas;F;E001;220;17,246;17,246;87
CANTEGRIT;PONTENX-LES-FORGES;Müll;F;E001;380;0;41,0511;89
CATTENOM;CATTENOM;KKW;F;E001;380;3640;5200;5200
CERGY;AZALYS;Müll;F;E001;380;0;43,9694;96
CHALON;CHAGNY;Gas;F;E001;220;17,426;17,426;88
CHATEAURENARD;AVIGNON-VEDENE;Müll;F;E001;220;0;45,2071;99
CHINON B;CHINON;KKW;F;E001;380;2534;3620;3620
CHOOZ B;CHOOZ B;KKW;F;E001;380;2100;3000;3000
CIVAUX;CIVAUX;KKW;F;E001;380;2093;2990;2990
CIZE;CIZE-BOLOZON;Wasserspeicher;F;E003;220;0;81;81
CORDEMAIS;CORDEMAIS-POSTE;Steinkohle;F;E001;380;805,779;805,779;2686
CORMEILLES;ARGENTEUIL;Müll;F;E001;220;0;205,5602;782
CREIL;ESIANE;Müll;F;E001;220;0;45,6179;100
CROIX-DE-METZ;CROIX-DE-METZ;Gas;F;E001;220;0;0;0
CRUAS-MEYSSE;CRUAS;KKW;F;E001;380;2562;3660;3660
CURBANS;LAZER;Wasserspeicher;F;E003;220;0;261;261
DAMPIERRE-EN-BURLY;DAMPIERRE;KKW;F;E001;380;2492;3560;3560
DIRINON;DIRINON;Gas;F;E001;220;51,186;51,186;256
DOBERIE;LAMBALLE;Müll;F;E001;220;0;40,6308;88
FAVARY;PROVENCE SNET;Steinkohle;F;E001;220;286,179;286,179;954
FESSENHEIM;FESSENHEIM 1;KKW;F;E001;380;1232;1760;1760
FLAMANVILLE;FLAMANVILLE;KKW;F;E001;380;1862;2660;2660
FLEAC;CALITOM;Gas;F;E001;220;17,346;17,346;87
FLOIRAC;BORDEAUX-BEGLES;Müll;F;E001;220;0;49,2769;109
FOUSCAIS;ST. GUILLERME;Wasserspeicher;F;E003;220;0;156;156
GARCHIZY;FOURCHAMBAULT;Müll;F;E001;220;0;41,4706;90
GENISSIAT;BELLEGARDE-SUR-VALSERINE;Müll;F;E001;380;0;504,3828;557
GERVANS;CHAMPBLAIN;Gas;F;E001;220;25,786;25,786;129
GIEN;GIEN;Müll;F;E001;220;0;42,307;92
GOLFECH;GOLFECH;KKW;F;E001;380;1834;2620;2620
GRAVELINES;GRAVELINES;KKW;F;E001;380;3822;5460;5460
HORNAING;HORNAING;Steinkohle;F;E001;220;0;143,986;431
IZERNORE;MOUX-CHARMINES;Wasserspeicher;F;E003;220;0;68;68
JACQUARD;GRANGENT;Wasserspeicher;F;E003;220;0;77;77
L'ARDOISE;ORANGE;Gas;F;E001;220;17,386;17,386;87
L'ESTALON;TOULON;Müll;F;E001;220;0;48,0649;106
L'HOSPITALET;L'HOSPITALET;Wasserspeicher;F;E003;220;0;133;133
LA BATHIE;LA BATHIE;Wasserspeicher;F;E003;380;0;586;586
LA COCHE;LA COCHE;Pumpspeicher;F;E003;380;-340;360;360
LA MAXE;LA MAXE;Steinkohle;F;E001;220;175,779;175,779;586
LA MOLE;VAL-BEYNETTE;Wasserspeicher;F;E003;220;0;786;786
LANNEMEZAN;LE PORTILLON;Wasserspeicher;F;E003;220;0;135;135
LARDIT;LARDIT;Wasserspeicher;F;E003;220;0;85;85
LE BLAYAIS;LE BLAYAIS;KKW;F;E001;380;2548;3640;3640
LE BREUIL;VALETTE;Wasserspeicher;F;E003;380;0;506;506
LE BROC-CARROS;ST. MARTIN-VESUBIE;Wasserspeicher;F;E003;380;0;182;182
LE BUGEY;LE BUGEY;KKW;F;E001;380;2506;3580;3580
LE CHASTANG;ROSIERS D'EGLETONS;Müll;F;E001;220;0;374,8892;424
LE CHEYLAS;LE CHEYLAS;Pumpspeicher;F;E003;380;-480;540;540
LE HAVRE;LE HAVRE;Steinkohle;F;E001;380;460,779;460,779;1536
LE HOURAT;LICQ-ATHEREY;Wasserspeicher;F;E003;220;0;246;246
LE SAUTET;SAUTET;Wasserspeicher;F;E003;220;0;116;116
LE TRICASTIN;LE TRICASTIN;KKW;F;E001;380;2562;3660;3660
LES BREVIERES;LES BREVIERES;Wasserspeicher;F;E003;220;0;436;436
LES ESPIERS;ORISANE;Müll;F;E001;220;0;87,9388;192
LUCY;LUCY;Steinkohle;F;E001;220;106,779;106,779;356
MARSILLON;PAU-LESCAR;Müll;F;E001;380;0;42,307;92
MARTIGUES;MARTIGUES;Öl;F;E001;220;203,186;203,186;1016
MAZE;AUZERETTE;Wasserspeicher;F;E003;220;0;69;69
MENTON;ST. DALMAS;Wasserspeicher;F;E003;220;0;90;90
MERENS;TEICH;Wasserspeicher;F;E003;220;0;392;392
MIEGEBAT;ARTOUSTE;Wasserspeicher;F;E003;220;0;128;128
MIONS;VALORLY;Müll;F;E001;380;0;43,1399;94
MONTAHUT;MONTAHUT;Wasserspeicher;F;E003;220;0;143;143
MONTEREAU;MONTEREAU;Gas;F;E001;380;91,186;91,186;456
MONTEYNARD;MONTEYNARD;Wasserspeicher;F;E003;220;0;506;506
MONTEZIC;MONTEZIC POSTE;Pumpspeicher;F;E003;380;-840;950;950
MORBRAS;VAIRES;Steinkohle;F;E001;380;192,279;192,279;641
MOUGINS;ANTIBES;Müll;F;E001;220;0;43,9694;96
MOULNEAUX;ISSEANE;Müll;F;E001;220;0;103,8131;232
MÜLHAUSEN;SAUSHEIM;Müll;F;E001;220;0;45,2071;99
NANTES;CHEVIRE;Gas;F;E001;220;87,186;87,186;436
NIORT;GIZAY;Gas;F;E001;220;17,346;17,346;87
NOGENT/SEINE;NOGENT;KKW;F;E001;380;1834;2620;2620
PALUEL;PENLY POSTE PALUEL;KKW;F;E001;380;3724;5320;5320
PARISET;COGERI;Gas;F;E001;220;21,026;21,026;106
PASSY;PASSY;Müll;F;E001;220;0;41,4706;90
PENLY;PENLY CENTRALE;KKW;F;E001;380;1862;2660;2660
PEYRAT;VASSIVIERE;Wasserspeicher;F;E003;220;0;155;155
PEYROU;LUNEL-VIEL;Müll;F;E001;220;0;43,9694;96
PIED-DE-BORNE;PUYLAURENT;Wasserspeicher;F;E003;220;0;194;194
PLAINE HAUTE;GUERLEDAN;Wasserspeicher;F;E003;380;0;56;56
PORCHEVILLE B;PORCHEVILLE;Öl;F;E001;380;497,186;497,186;2486
PORT BOUC;COMBIGOLFE;Gas;F;E001;220;105,186;335,358;1677
PRAGNERES;SOULOM;Wasserspeicher;F;E003;220;-331,15;429;429
PREGUILLAC;ST. LAURENT DE COGNAC;Gas;F;E001;380;17,346;17,346;87
PUSY;NOIDANS-LE-FERROUX;Müll;F;E001;220;0;41,4706;90
PYMONT;LONS-LE-SAUNIER;Müll;F;E001;220;0;40,2095;87
QUARTES;P. SAMBRE;Gas;F;E001;220;99,586;99,586;498
QUINSON;QUINSON;Wasserspeicher;F;E003;220;0;81;81
RABATAU;LA CIOTAT;Gas;F;E001;220;17,426;17,426;88
RECY;AUREADE;Müll;F;E001;220;0;43,1399;94
REVIN;REVIN;Pumpspeicher;F;E003;380;-800;848;848
RIORGES;VILLEREST;Wasserspeicher;F;E003;220;0;98;98
RUEYRES;ST. ETIENNE-CANTALES;Wasserspeicher;F;E003;380;0;712;712
SALLES CURAN;BAGE;Wasserspeicher;F;E003;220;0;110;110
SANDOUVILLE;OREADE;Müll;F;E001;220;0;46,8453;103
SAVIGNAC;MARCILLAC;Wasserspeicher;F;E003;220;0;70;70
SEPTEMES;SEMAG;Gas;F;E001;220;17,346;17,346;87
SERRE-PONCON;LES CLAUX;Wasserspeicher;F;E003;220;0;528;528
SISTERON;SISTERON;Wasserspeicher;F;E003;220;0;254;254
ST-ALBAN-ST-MAURICE;ST. ALBAN;KKW;F;E001;380;1869;2670;2670
ST-LAURENT-DES-EAUX 1;ST-LAURENT-DES-EAUX 1;KKW;F;E001;380;640,5;915;915
ST-LAURENT-DES-EAUX 2;ST-LAURENT-DES-EAUX 2;KKW;F;E001;380;640,5;915;915
ST. AVOLD;EMILE-HUCHET;Steinkohle;F;E001;380;418,779;418,779;1396
ST. CROIX;CHAUDANNE;Wasserspeicher;F;E003;220;0;370;370
ST. GUILLERME;CHAMPCELLA;Wasserspeicher;F;E003;220;0;52;52
ST. NAZAIRE;MONTOIR-DE-BRETAGNE;Gas;F;E001;220;104,186;104,186;521
ST. VICTOR;LE POUGET;Pumpspeicher;F;E003;220;-41,5;612;612
STRASBOURG;STRASBOURG 2;Müll;F;E001;220;0;48,8737;108
SUPER-BISSORTE;SUPER-BISSORTE;Pumpspeicher;F;E003;380;-640;923;923
THIONVILLE;THIONVILLE;Gas;F;E001;220;53,186;53,186;266
TORE-SUPRA;VINON;Wasserspeicher;F;E003;380;0;72;72
TRINITE VICTOR;NICE;Müll;F;E001;220;0;51,2797;114
VALENCIENNES;BOUCHAIN;Steinkohle;F;E001;220;0;146,8069;437
VANDIERES;BLENOD;Steinkohle;F;E001;380;250,779;250,779;836
VAUJANY;GRAND MAISON;Pumpspeicher;F;E003;380;-1275;1840;1840
VERFEIL;BESSIERES;Müll;F;E001;380;0;46,8453;103
VILLARODIN;VILLARODIN;Wasserspeicher;F;E003;380;0;400;400
VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;Müll;F;E001;220;0;42,7239;93
VILLEVAUDE;ST. THIBAULT-DES-VIGNES;Müll;F;E001;380;0;44,7954;98
VINCEY;RAMBERVILLERS;Müll;F;E001;380;0;42,307;92
VITRY;VITRY;Steinkohle;F;E001;220;0;498,5638;1541
VOUGLANS;VOUGLANS;Wasserspeicher;F;E003;220;0;328;328
BERGUM;BERGUM;Gas;N;E001;220;131,396;338,648;657
BEVERWIJK;VELSEN;Gas;N;E001;380;0;584,2869;1077
BORSSELE;SLOE;Gas;N;E001;380;79,596;2194,7408;2814
DIEMEN;DIEMEN 33;Gas;N;E001;380;0;478,1221;898
DODEWAARD;GELDERLAND;Steinkohle;N;E001;380;8,196;606,3414;624
EEMSHAVEN;EEMS 1;Gas;N;E001;380;0;822,0884;2448
EINDHOVEN;EINDHOVEN;Gas;N;E001;380;8,596;50,2803;88
GEERTRUIDENBERG;DONGE;Gas;N;E001;380;5,196;1748,7397;2202
HENGELO;SALINCO;Gas;N;E001;380;0;78,8815;123
HESSENWEG;HARCULO;Gas;N;E001;220;69,796;196,4988;349
KRIMPEN;ROTTERDAM;GuD;N;E001;380;0;976,2435;1565
LELYSTAD;LELYSTAD;Gas;N;E001;380;22,396;561,2428;1106
LOUWSMEER;HARLINGEN;Müll;N;E001;220;0;10;10
MAASBRACHT;DSM;GuD;N;E001;380;45,196;1117,0979;2441
MAASVLAKTE;MAASVLAKTE 1;Steinkohle;N;E001;380;14,596;1135,5355;1166
MEEDEN;KLAZIENAVEEN;Gas;N;E001;380;3,196;89,9342;158
OOSTZAAN;HEMWEG 7;Steinkohle;N;E001;380;0;1159,2945;1470
ROBBENPLAAT;DELFZIJL;Müll;N;E001;380;0;4;4
SIMONSHAVEN;BOTLEK;Müll;N;E001;380;0;199,7298;227
WEIWERD;DELESTO;Gas;N;E001;220;104,596;280,2129;523
WESTERTEE;LEIDEN;Gas;N;E001;380;14,196;367,1054;652
ZEYERVEEN;WIJSTER;Müll;N;E001;220;0;41;41
ALTENWÖRTH;THEIß;Gas;O;E001;220;171,696;171,696;859
BISAMBERG;DONAUSTADT 3;Gas;O;E001;380;0;169,792;923
DÜRNROHR;DÜRNROHR;Steinkohle;O;E001;380;244,644;244,644;816
HAUSRUCK;TIMELKAM CC;GuD;O;E001;220;0;206,6603;749
HESSENBERG;NIKALSDORF;Müll;O;E001;220;0;1,738e-07;66
HÄUSLING;HÄUSLING;Pumpspeicher;O;E003;220;-360;366;366
KAINACHTAL;WERNDORF;Heizkraftwerk;O;E001;380;0;555,143;1608
KAPRUN;KAPRUN LIMBERG II;Pumpspeicher;O;E003;220;-480;996;996
KOPS I;RIFAWERK;Pumpspeicher;O;E003;220;-8;913;913
KÜHTAI;KÜHTAI;Pumpspeicher;O;E003;220;-250;295;295
LIENZ;FELDSEE;Wasserspeicher;O;E003;380;0;370;370
LÜNERSEE;LÜNERSEE;Pumpspeicher;O;E003;220;-224;338;338
MALTA;ZEDERHAUS;Wasserspeicher;O;E003;220;-580;1154;1154
MAYRHOFEN;MAYRHOFEN;Wasserspeicher;O;E003;220;0;351;351
OSTSTEIERMARKT;GRAZ;Heizkraftwerk;O;E001;380;0;65,9894;116
OTTENSHEIM;H. LINZ;Gas;O;E001;220;0;44,496;299
PRUTZ;PRUTZ;Wasserspeicher;O;E003;220;0;774;774
PYHRN;HIEFLAU;Wasserspeicher;O;E003;220;0;69;69
RODUND;RODUND;Pumpspeicher;O;E003;220;-317;514;514
ROSEGG;ARNOLDSTEIN;Müll;O;E001;220;0;1,738e-07;66
ROßHAG;ROßHAG;Pumpspeicher;O;E003;220;-240;237;237
SALZACH;RIEDERSBACH 1;Steinkohle;O;E001;220;0;280,7595;612
SATTLEDT;WELS;Müll;O;E001;220;0;1,7397e-07;88
SILZ;SILZ;Pumpspeicher;O;E003;220;-500;506;506
ST. ANDRÄ;KORALPE;Pumpspeicher;O;E003;220;-50;56;56
