$Bez. SO;Bezeichner;Langname;$UKZ;$Kurzname;$Un;P min;P0;P max
BATZENDORF;SCHWEIGHOUSE-SUR-MODER;Müll;F;E001;220;0;1,0861e-09;89
BAYET;BAYET;Gas;F;E001;380;98,786;98,786;494
BEAUCHAMPS;IKOS - FRESNOY FOLNY;Gas;F;E001;220;17,366;17,366;87
BEAUREGARD;BLOIS;Müll;F;E001;220;0;1,0862e-09;92
BELLEVILLE;BELLEVILLE;KKW;F;E001;380;1834;2267,332;2620
BERANVILLE;EVREUX;Müll;F;E001;220;0;1,0862e-09;93
BIANCON;ST. CASSIEN;Wasserspeicher;F;E003;380;0;61;61
BRAEK;BRAEK;Gas;F;E001;220;177,186;177,186;886
BRENNILIS;BRENNILIS;Gas;F;E001;220;76,186;76,186;381
BROMMAT;BROMMAT;Wasserspeicher;F;E003;380;0;484;484
CAEN;LDC;Gas;F;E001;220;17,246;17,246;87
CANTEGRIT;PONTENX-LES-FORGES;Müll;F;E001;380;0;1,0861e-09;89
CATTENOM;CATTENOM;KKW;F;E001;380;3640;4445,2565;5200
CERGY;AZALYS;Müll;F;E001;380;0;1,0862e-09;96
CHALON;CHAGNY;Gas;F;E001;220;17,426;17,426;88
CHATEAURENARD;AVIGNON-VEDENE;Müll;F;E001;220;0;1,0862e-09;99
CHINON B;CHINON;KKW;F;E001;380;2534;3117,2588;3620
CHOOZ B;CHOOZ B;KKW;F;E001;380;2100;2597,5168;3000
CIVAUX;CIVAUX;KKW;F;E001;380;2093;2588,8343;2990
CIZE;CIZE-BOLOZON;Wasserspeicher;F;E003;220;0;81;81
CORDEMAIS;CORDEMAIS-POSTE;Steinkohle;F;E001;380;805,779;805,779;2686
CORMEILLES;ARGENTEUIL;Müll;F;E001;220;0;118,072;782
CREIL;ESIANE;Müll;F;E001;220;0;1,0862e-09;100
CROIX-DE-METZ;CROIX-DE-METZ;Gas;F;E001;220;0;0;0
CRUAS-MEYSSE;CRUAS;KKW;F;E001;380;2562;3150,7254;3660
CURBANS;LAZER;Wasserspeicher;F;E003;220;0;261;261
DAMPIERRE-EN-BURLY;DAMPIERRE;KKW;F;E001;380;2492;3067,1007;3560
DIRINON;DIRINON;Gas;F;E001;220;51,186;51,186;256
DOBERIE;LAMBALLE;Müll;F;E001;220;0;1,0861e-09;88
FAVARY;PROVENCE SNET;Steinkohle;F;E001;220;286,179;286,179;954
FESSENHEIM;FESSENHEIM 1;KKW;F;E001;380;1232;1519,4493;1760
FLAMANVILLE;FLAMANVILLE;KKW;F;E001;380;1862;2302,1078;2660
FLEAC;CALITOM;Gas;F;E001;220;17,346;17,346;87
FLOIRAC;BORDEAUX-BEGLES;Müll;F;E001;220;0;1,0863e-09;109
FOUSCAIS;ST. GUILLERME;Wasserspeicher;F;E003;220;0;156;156
GARCHIZY;FOURCHAMBAULT;Müll;F;E001;220;0;1,0861e-09;90
GENISSIAT;BELLEGARDE-SUR-VALSERINE;Müll;F;E001;380;0;460;557
GERVANS;CHAMPBLAIN;Gas;F;E001;220;25,786;25,786;129
GIEN;GIEN;Müll;F;E001;220;0;1,0862e-09;92
GOLFECH;GOLFECH;KKW;F;E001;380;1834;2267,332;2620
GRAVELINES;GRAVELINES;KKW;F;E001;380;3822;4657,1347;5460
HORNAING;HORNAING;Steinkohle;F;E001;220;0;101,679;431
IZERNORE;MOUX-CHARMINES;Wasserspeicher;F;E003;220;0;68;68
JACQUARD;GRANGENT;Wasserspeicher;F;E003;220;0;77;77
L'ARDOISE;ORANGE;Gas;F;E001;220;17,386;17,386;87
L'ESTALON;TOULON;Müll;F;E001;220;0;1,0862e-09;106
L'HOSPITALET;L'HOSPITALET;Wasserspeicher;F;E003;220;0;133;133
LA BATHIE;LA BATHIE;Wasserspeicher;F;E003;380;0;586;586
LA COCHE;LA COCHE;Pumpspeicher;F;E003;380;-340;360;360
LA MAXE;LA MAXE;Steinkohle;F;E001;220;175,779;175,779;586
LA MOLE;VAL-BEYNETTE;Wasserspeicher;F;E003;220;0;786;786
LANNEMEZAN;LE PORTILLON;Wasserspeicher;F;E003;220;0;135;135
LARDIT;LARDIT;Wasserspeicher;F;E003;220;0;85;85
LE BLAYAIS;LE BLAYAIS;KKW;F;E001;380;2548;3133,9893;3640
LE BREUIL;VALETTE;Wasserspeicher;F;E003;380;0;506;506
LE BROC-CARROS;ST. MARTIN-VESUBIE;Wasserspeicher;F;E003;380;0;182;182
LE BUGEY;LE BUGEY;KKW;F;E001;380;2506;3083,8145;3580
LE CHASTANG;ROSIERS D'EGLETONS;Müll;F;E001;220;0;333;424
LE CHEYLAS;LE CHEYLAS;Pumpspeicher;F;E003;380;-480;540;540
LE HAVRE;LE HAVRE;Steinkohle;F;E001;380;460,779;460,779;1536
LE HOURAT;LICQ-ATHEREY;Wasserspeicher;F;E003;220;0;246;246
LE SAUTET;SAUTET;Wasserspeicher;F;E003;220;0;116;116
LE TRICASTIN;LE TRICASTIN;KKW;F;E001;380;2562;3150,7254;3660
LES BREVIERES;LES BREVIERES;Wasserspeicher;F;E003;220;0;436;436
LES ESPIERS;ORISANE;Müll;F;E001;220;0;2,1724e-09;192
LUCY;LUCY;Steinkohle;F;E001;220;106,779;106,779;356
MARSILLON;PAU-LESCAR;Müll;F;E001;380;0;1,0862e-09;92
MARTIGUES;MARTIGUES;Öl;F;E001;220;203,186;203,186;1016
MAZE;AUZERETTE;Wasserspeicher;F;E003;220;0;69;69
MENTON;ST. DALMAS;Wasserspeicher;F;E003;220;0;90;90
MERENS;TEICH;Wasserspeicher;F;E003;220;0;392;392
MIEGEBAT;ARTOUSTE;Wasserspeicher;F;E003;220;0;128;128
MIONS;VALORLY;Müll;F;E001;380;0;1,0862e-09;94
MONTAHUT;MONTAHUT;Wasserspeicher;F;E003;220;0;143;143
MONTEREAU;MONTEREAU;Gas;F;E001;380;91,186;91,186;456
MONTEYNARD;MONTEYNARD;Wasserspeicher;F;E003;220;0;506;506
MONTEZIC;MONTEZIC POSTE;Pumpspeicher;F;E003;380;-840;950;950
MORBRAS;VAIRES;Steinkohle;F;E001;380;192,279;192,279;641
MOUGINS;ANTIBES;Müll;F;E001;220;0;1,0862e-09;96
MOULNEAUX;ISSEANE;Müll;F;E001;220;0;2,1725e-09;232
MÜLHAUSEN;SAUSHEIM;Müll;F;E001;220;0;1,0862e-09;99
NANTES;CHEVIRE;Gas;F;E001;220;87,186;87,186;436
NIORT;GIZAY;Gas;F;E001;220;17,346;17,346;87
NOGENT/SEINE;NOGENT;KKW;F;E001;380;1834;2267,332;2620
PALUEL;PENLY POSTE PALUEL;KKW;F;E001;380;3724;4543,829;5320
PARISET;COGERI;Gas;F;E001;220;21,026;21,026;106
PASSY;PASSY;Müll;F;E001;220;0;1,0861e-09;90
PENLY;PENLY CENTRALE;KKW;F;E001;380;1862;2302,1078;2660
PEYRAT;VASSIVIERE;Wasserspeicher;F;E003;220;0;155;155
PEYROU;LUNEL-VIEL;Müll;F;E001;220;0;1,0862e-09;96
PIED-DE-BORNE;PUYLAURENT;Wasserspeicher;F;E003;220;0;194;194
PLAINE HAUTE;GUERLEDAN;Wasserspeicher;F;E003;380;0;56;56
PORCHEVILLE B;PORCHEVILLE;Öl;F;E001;380;497,186;497,186;2486
PORT BOUC;COMBIGOLFE;Gas;F;E001;220;105,186;335,358;1677
PRAGNERES;SOULOM;Wasserspeicher;F;E003;220;-331,15;429;429
PREGUILLAC;ST. LAURENT DE COGNAC;Gas;F;E001;380;17,346;17,346;87
PUSY;NOIDANS-LE-FERROUX;Müll;F;E001;220;0;1,0861e-09;90
PYMONT;LONS-LE-SAUNIER;Müll;F;E001;220;0;1,0861e-09;87
QUARTES;P. SAMBRE;Gas;F;E001;220;99,586;99,586;498
QUINSON;QUINSON;Wasserspeicher;F;E003;220;0;81;81
RABATAU;LA CIOTAT;Gas;F;E001;220;17,426;17,426;88
RECY;AUREADE;Müll;F;E001;220;0;1,0862e-09;94
REVIN;REVIN;Pumpspeicher;F;E003;380;-800;848;848
RIORGES;VILLEREST;Wasserspeicher;F;E003;220;0;98;98
RUEYRES;ST. ETIENNE-CANTALES;Wasserspeicher;F;E003;380;0;712;712
SALLES CURAN;BAGE;Wasserspeicher;F;E003;220;0;110;110
SANDOUVILLE;OREADE;Müll;F;E001;220;0;1,0862e-09;103
SAVIGNAC;MARCILLAC;Wasserspeicher;F;E003;220;0;70;70
SEPTEMES;SEMAG;Gas;F;E001;220;17,346;17,346;87
SERRE-PONCON;LES CLAUX;Wasserspeicher;F;E003;220;0;528;528
SISTERON;SISTERON;Wasserspeicher;F;E003;220;0;254;254
ST-ALBAN-ST-MAURICE;ST. ALBAN;KKW;F;E001;380;1869;2310,8012;2670
ST-LAURENT-DES-EAUX 1;ST-LAURENT-DES-EAUX 1;KKW;F;E001;380;640,5;786,7949;915
ST-LAURENT-DES-EAUX 2;ST-LAURENT-DES-EAUX 2;KKW;F;E001;380;640,5;786,7949;915
ST. AVOLD;EMILE-HUCHET;Steinkohle;F;E001;380;418,779;418,779;1396
ST. CROIX;CHAUDANNE;Wasserspeicher;F;E003;220;0;370;370
ST. GUILLERME;CHAMPCELLA;Wasserspeicher;F;E003;220;0;52;52
ST. NAZAIRE;MONTOIR-DE-BRETAGNE;Gas;F;E001;220;104,186;104,186;521
ST. VICTOR;LE POUGET;Pumpspeicher;F;E003;220;-41,5;612;612
STRASBOURG;STRASBOURG 2;Müll;F;E001;220;0;1,0863e-09;108
SUPER-BISSORTE;SUPER-BISSORTE;Pumpspeicher;F;E003;380;-640;923;923
THIONVILLE;THIONVILLE;Gas;F;E001;220;53,186;53,186;266
TORE-SUPRA;VINON;Wasserspeicher;F;E003;380;0;72;72
TRINITE VICTOR;NICE;Müll;F;E001;220;0;1,0863e-09;114
VALENCIENNES;BOUCHAIN;Steinkohle;F;E001;220;0;100,779;437
VANDIERES;BLENOD;Steinkohle;F;E001;380;250,779;250,779;836
VAUJANY;GRAND MAISON;Pumpspeicher;F;E003;380;-1275;1840;1840
VERFEIL;BESSIERES;Müll;F;E001;380;0;1,0862e-09;103
VILLARODIN;VILLARODIN;Wasserspeicher;F;E003;380;0;400;400
VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;Müll;F;E001;220;0;1,0862e-09;93
VILLEVAUDE;ST. THIBAULT-DES-VIGNES;Müll;F;E001;380;0;1,0862e-09;98
VINCEY;RAMBERVILLERS;Müll;F;E001;380;0;1,0862e-09;92
VITRY;VITRY;Steinkohle;F;E001;220;0;385,779;1541
VOUGLANS;VOUGLANS;Wasserspeicher;F;E003;220;0;328;328
BERGUM;BERGUM;Gas;N;E001;220;131,396;348,4099;657
BEVERWIJK;VELSEN;Gas;N;E001;380;0;599,7768;1077
BORSSELE;SLOE;Gas;N;E001;380;79,596;2214,0356;2814
DIEMEN;DIEMEN 33;Gas;N;E001;380;0;488,8289;898
DODEWAARD;GELDERLAND;Steinkohle;N;E001;380;8,196;606,1664;624
EEMSHAVEN;EEMS 1;Gas;N;E001;380;0;812,1922;2448
EINDHOVEN;EINDHOVEN;Gas;N;E001;380;8,596;49,9019;88
GEERTRUIDENBERG;DONGE;Gas;N;E001;380;5,196;1761,2649;2202
HENGELO;SALINCO;Gas;N;E001;380;0;78,4554;123
HESSENWEG;HARCULO;Gas;N;E001;220;69,796;199,0899;349
KRIMPEN;ROTTERDAM;GuD;N;E001;380;0;991,3732;1565
LELYSTAD;LELYSTAD;Gas;N;E001;380;22,396;577,1498;1106
LOUWSMEER;HARLINGEN;Müll;N;E001;220;0;10;10
MAASBRACHT;DSM;GuD;N;E001;380;45,196;1122,76;2441
MAASVLAKTE;MAASVLAKTE 1;Steinkohle;N;E001;380;14,596;1135,3194;1166
MEEDEN;KLAZIENAVEEN;Gas;N;E001;380;3,196;89,625;158
OOSTZAAN;HEMWEG 7;Steinkohle;N;E001;380;0;1167,1959;1470
ROBBENPLAAT;DELFZIJL;Müll;N;E001;380;0;4;4
SIMONSHAVEN;BOTLEK;Müll;N;E001;380;0;199,5652;227
WEIWERD;DELESTO;Gas;N;E001;220;104,596;286,4897;523
WESTERTEE;LEIDEN;Gas;N;E001;380;14,196;370,4563;652
ZEYERVEEN;WIJSTER;Müll;N;E001;220;0;41;41
ALTENWÖRTH;THEIß;Gas;O;E001;220;171,696;171,696;859
BISAMBERG;DONAUSTADT 3;Gas;O;E001;380;0;169,792;923
DÜRNROHR;DÜRNROHR;Steinkohle;O;E001;380;244,644;244,644;816
HAUSRUCK;TIMELKAM CC;GuD;O;E001;220;0;212,2582;749
HESSENBERG;NIKALSDORF;Müll;O;E001;220;0;9,8049e-10;66
HÄUSLING;HÄUSLING;Pumpspeicher;O;E003;220;-360;366;366
KAINACHTAL;WERNDORF;Heizkraftwerk;O;E001;380;0;587,9773;1608
KAPRUN;KAPRUN LIMBERG II;Pumpspeicher;O;E003;220;-480;996;996
KOPS I;RIFAWERK;Pumpspeicher;O;E003;220;-8;913;913
KÜHTAI;KÜHTAI;Pumpspeicher;O;E003;220;-250;295;295
LIENZ;FELDSEE;Wasserspeicher;O;E003;380;0;370;370
LÜNERSEE;LÜNERSEE;Pumpspeicher;O;E003;220;-224;338;338
MALTA;ZEDERHAUS;Wasserspeicher;O;E003;220;-580;1154;1154
MAYRHOFEN;MAYRHOFEN;Wasserspeicher;O;E003;220;0;351;351
OSTSTEIERMARKT;GRAZ;Heizkraftwerk;O;E001;380;0;69,3934;116
OTTENSHEIM;H. LINZ;Gas;O;E001;220;0;44,496;299
PRUTZ;PRUTZ;Wasserspeicher;O;E003;220;0;774;774
PYHRN;HIEFLAU;Wasserspeicher;O;E003;220;0;69;69
RODUND;RODUND;Pumpspeicher;O;E003;220;-317;514;514
ROSEGG;ARNOLDSTEIN;Müll;O;E001;220;0;9,8049e-10;66
ROßHAG;ROßHAG;Pumpspeicher;O;E003;220;-240;237;237
SALZACH;RIEDERSBACH 1;Steinkohle;O;E001;220;0;287,0865;612
SATTLEDT;WELS;Müll;O;E001;220;0;9,8066e-10;88
SILZ;SILZ;Pumpspeicher;O;E003;220;-500;506;506
ST. ANDRÄ;KORALPE;Pumpspeicher;O;E003;220;-50;56;56
TAUERN;DIESSBACH;Wasserspeicher;O;E003;380;0;158;158
THAUR;ACHENSEE;Wasserspeicher;O;E003;220;0;85;85
WEIßENBACH;GOSAU;Wasserspeicher;O;E003;220;0;106;106
WERBEN;LANGENEGG;Wasserspeicher;O;E003;220;0;80;80
WIEN SÜDOST;SIMMERING;Gas;O;E001;380;0;230,192;1291
ZELL/ZILLER;FUNSINGAU;Wasserspeicher;O;E003;380;0;259;259
ZELTWEG;ST. MARTIN;Wasserspeicher;O;E003;220;0;116;116
AVEGNO;MAGGIA;Wasserspeicher;S;E003;220;0;626;626
BATIAZ;BATIAZ;Wasserspeicher;S;E003;220;0;252;252
BAVONA;BAVONA;Wasserspeicher;S;E003;220;0;124;124
BENKEN;NIEDERURNEN;Müll;S;E001;380;0;90;116
BEZNAU;BEZNAU;KKW;S;E001;380;511;511;730
BIASCA;BIASCA;Wasserspeicher;S;E003;220;0;324;324
BIRR;TURGI;Müll;S;E001;220;0;9,7938e-10;26
BITSCH;BITSCH;Wasserspeicher;S;E003;220;0;331;331
BÄRENBURG;BÄRENBURG;Wasserspeicher;S;E003;220;0;871;871
CASTASEGNA;CASTASEGNA;Wasserspeicher;S;E003;220;0;100;100
CAVERGNO;CAVERGNO;Wasserspeicher;S;E003;220;0;104;104
CHAMOSON;CHANDOLINE;Wasserspeicher;S;E003;220;0;120;120
CHIPPIS;GOUGRA;Wasserspeicher;S;E003;220;0;159;159
FERRERA;FERRERA 1;Pumpspeicher;S;E003;220;-63;126;126
FIESCH;CONCHES;Wasserspeicher;S;E003;220;0;117;117
FILISUR;ENGADIN;Wasserspeicher;S;E003;380;0;410;410
FIONNAY FMM;FIONNAY (MAUVOISIN);Wasserspeicher;S;E003;220;0;128;128
FIONNAY GD;FIONNAY (DIXENCE);Wasserspeicher;S;E003;220;0;992;992
GERLAFINGEN;ZUCHWIL;Müll;S;E001;220;0;9,7931e-10;25
GRIMSEL;GRIMSEL 2;Pumpspeicher;S;E003;220;-352;348;348
GÖSCHENEN;GÖSCHENEN 1;Wasserspeicher;S;E003;220;0;165;165
GÖSGEN;GÖSGEN;KKW;S;E001;380;689,5;689,5;985
HANDECK;HANDECK 1/2;Wasserspeicher;S;E003;220;0;236;236
HAUTERIVE;FRIBOURG;Müll;S;E001;220;0;9,7914e-10;23
INNERTKIRCHEN;INNERTKIRCHEN;Wasserspeicher;S;E003;220;0;388;388
KERZERS;COLOMBIER;Müll;S;E001;220;0;9,7868e-10;19
LACHMATT;BASEL;Müll;S;E001;220;0;9,7961e-10;30
LEIBSTADT;LEIBSTADT;KKW;S;E001;380;833;833;1190
LÖBBIA;LÖBBIA;Wasserspeicher;S;E003;220;0;95;95
MAGADINO;GORDOLA;Wasserspeicher;S;E003;220;0;133;133
MAPRAGG;UNTERVAZ;Müll;S;E001;380;-159;280;305
MÜHLEBERG;MÜHLEBERG;KKW;S;E001;220;0;261,1;398
OLIVONE;OLIVONE;Wasserspeicher;S;E003;220;0;743;743
PRADELLA;PRADELLA;Wasserspeicher;S;E003;380;0;384;384
RIDDES;CLEUSON-DIXENCE;Wasserspeicher;S;E003;220;0;3009;3009
ROBIEI;ROBIEI;Pumpspeicher;S;E003;220;-157;173;173
SARELLI;SARELLI;Wasserspeicher;S;E003;220;0;90;90
SCHIFFENEN;SCHIFFENEN;Wasserspeicher;S;E003;220;0;71;71
SEDRUN;SEDRUN;Wasserspeicher;S;E003;220;0;150;150
SEEBACH;AUBRUGG;Heizkraftwerk;S;E001;220;0;14,2994;24
SIEBNEN;ETZELWERK ALTENDORF;Pumpspeicher;S;E003;220;-54;135;135
SILS;SILS (KHR);Wasserspeicher;S;E003;380;0;247;247
ST. TRIPHON;MONTHEL;Gas;S;E001;220;13,528;13,528;68
STALDEN;STALDEN;Wasserspeicher;S;E003;220;0;295;295
TAVANASA;TAVANASA KVR;Wasserspeicher;S;E003;380;0;176;176
TIERFEHD;TIERFEHD (LIMMERN);Pumpspeicher;S;E003;220;-34;261;261
VALLORCINE;VALLORCINE;Wasserspeicher;S;E003;220;-30;307;307
VERBANO;VERBANO;Wasserspeicher;S;E003;220;0;181;181
VERBOIS;LES CHENEVIERS;Müll;S;E001;380;0;9,8008e-10;44
VEYTAUX;VEYTAUX;Pumpspeicher;S;E003;220;-256;240;240
WIMMIS;THUN;Müll;S;E001;220;0;9,7931e-10;25
WINKELN;ST. GALLEN;Müll;S;E001;220;0;9,7868e-10;19
WITTENWIL;BAZENHEID;Müll;S;E001;220;0;9,779e-10;15
ZERMEIGGERN;ZERMEIGGERN;Pumpspeicher;S;E003;220;-46;74;74
ADAMOW;ADAMOW;Braunkohle;Z;E001;220;420;600;600
BLACHOZNIA;BLACHOWNIA;Bitumen;Z;E001;220;0;75,191;165
BUJAKOW;BIELSKO-BIALA;Bitumen;Z;E001;220;0;606,7179;647
BYCZYNA;JAWORZNO;Bitumen;Z;E001;220;0;340,9762;1540
BYDGOSZCZ ZACHOD;BYDGOSZCZ;Braunkohle;Z;E001;220;158,9;227;227
CIEPLICE;BOBROWICE;Wasserspeicher;Z;E003;220;0;34;34
CZECZOT;BIELSKO-POLNOC;Bitumen;Z;E001;220;0;25,3331;55
DOBRZEN;OPOLE;Steinkohle;Z;E001;380;288;960;960
GDANSK BLONIA;BIELKOWO;Wasserspeicher;Z;E003;380;0;20;20
GDANSK I;GDANSK;Braunkohle;Z;E001;380;225,75;654;654
GORZOW;GORZOW;GuD;Z;E001;220;11;55;55
HALEMBA;HALEMBA;Bitumen;Z;E001;220;0;89,9935;200
JASINIEC;KORONOWO;Wasserspeicher;Z;E003;220;0;60;60
