$Bez. SO;Bezeichner;Langname;$UKZ;$Kurzname;$Un;P min;P max;NNF_1;NNF_2;NNF_3;NNF_4;NNF_5;NNF_6;NNF_7;NNF_8;NNF_9
GOUY;BAUDOUR;Gas;B;E001;380;70;350;0;0;0;0;0;0;0;0;0
GOUY;AMERCOEUR;Gas;B;E001;380;84;420;420;420;420;420;420;420;420;420;420
HOUFFALIZE;CIERREUX;Öl;B;E001;220;3,4;17;17;17;17;17;17;17;17;17;17
IZEGEM;IZEGEM;Gas;B;E001;380;4,4;22;22;22;22;22;22;22;22;22;22
IZEGEM;HARELBEKE;Gas;B;E001;380;16,6;83;0;0;0;0;0;0;0;0;0
IZEGEM;NOORDSCHOTE;Öl;B;E001;380;3,6;18;18;18;18;18;18;18;18;18;18
IZEGEM;BUDA;Öl;B;E001;380;3,6;18;18;18;18;18;18;18;18;18;18
JUPILLE;MONSIN 1;Gas;B;E001;220;14,74;74;74;74;74;74;74;74;74;74;74
JUPILLE;TURON-THEUX;Öl;B;E001;220;3,4;17;17;17;17;17;17;17;17;17;17
LIXHE;SAPPI;Gas;B;E001;380;8,6;43;43;43;43;43;43;43;43;43;43
LIXHE;LANGERLO;Steinkohle;B;E001;380;166,8;556;556;556;556;556;556;556;556;556;556
MASSENHOVEN;MOL 13;Gas;B;E001;380;6;30;30;0;30;30;30;0;30;30;30
MASSENHOVEN;BEERSE;Öl;B;E001;380;6,4;32;32;32;32;32;32;32;32;32;32
MEERHOUT;GEEL AMOCO;Gas;B;E001;380;8,6;43;43;0;43;43;43;0;43;43;43
MEERHOUT;T-POWER;Gas;B;E001;380;84;420;420;0;420;236,2086;398,0427;0;337,9215;420;420
MERCATOR;OUDEGEM;Gas;B;E001;380;2,9;15;15;0;15;0;0;0;0;15;15
MERCATOR;BEVEREN;Gas;B;E001;380;4,56;23;23;0;23;0;0;0;0;23;23
MONCEAU;MARCINELLE;Gas;B;E001;220;82;410;410;0;410;0;0;0;0;82;410
RODENHUIZE;RODENHUIZE 1;Gas;B;E001;380;69,2;346;239,2288;0;117,1589;0;0;0;0;0;117,1589
RODENHUIZE;RINGVAART;Gas;B;E001;380;71,4;357;0;0;0;0;0;0;0;0;0
RODENHUIZE;KNIPPEGROEN;Gas;B;E001;380;70;350;0;0;0;0;0;0;0;0;0
RODENHUIZE;HAM 1;Gas;B;E001;380;31,2;156;0;0;0;0;0;0;0;0;0
RODENHUIZE;LANGERBRUGGE;Gas;B;E001;380;7,4;37;0;0;0;0;0;0;0;0;0
RODENHUIZE;ZELZATE 2;Gas;B;E001;380;61;305;0;0;0;0;0;0;0;0;0
RODENHUIZE;ZELZATE 1;Öl;B;E001;380;3,6;18;18;18;18;18;18;18;18;18;18
SERAING;SERAING;Gas;B;E001;220;90;450;0;0;0;0;0;0;0;0;0
SERAING;ANGLEUR;Gas;B;E001;220;47,6;238;0;0;0;0;0;0;0;0;0
TERGNEE;JEMEPPE-SOLVAY;Gas;B;E001;380;18,8;94;0;0;0;0;0;0;0;0;0
TIHANGE;TIHANGE;KKW;B;E001;380;2111,2;3016;3016;3016;3016;3016;3016;3016;3016;3016;3016
V. BRUG;V. BRUG;Gas;B;E001;380;77;385;0;0;0;0;0;0;0;0;0
ZANDVLIET;ZANDVLIET;GuD;B;E001;380;79;395;0;0;0;0;0;0;0;0;0
COO;COO;Pumpspeicher;B;E003;380;-1035;1164;1164;1164;1164;1164;1164;1164;1164;1164;1164
MONCEAU;PLATE-TAILLE;Pumpspeicher;B;E003;220;-144;144;144;144;144;144;144;144;144;144;144
AMAGER;AMAGERVAERKET;Steinkohle;DK_O;E001;150;122,445;409;409;409;409;409;409;409;409;409;409
ASNAES POWER STATION;ASNAESVAERKET;Ölschiefer;DK_O;E001;380;211,03;1056;0;211,03;211,03;0;0;211,03;0;0;211,03
AVEDÖRE POWER STATION;AVEDÖRE VAERKET;Gas;DK_O;E001;380;161,63;809;809;809;809;809;809;809;809;809;809
BORUP;HILLERÖD;Gas;DK_O;E001;150;15,03;76;76;76;76;76;76;76;76;76;76
GLENTEGÄRD;DTU;Gas;DK_O;E001;380;7,23;37;37;37;37;37;37;37;37;37;37
H. C. ÖRSTED POWER STATION;H. C. ÖRSTED VAERKET;Gas;DK_O;E001;380;26,23;132;132;132;132;132;132;132;132;132;132
HASLEV;HASLEV;Heizkraftwerk;DK_O;E001;150;0;4;4;4;4;4;4;4;4;4;4
HEJNINGE;SLAGELSE;Heizkraftwerk;DK_O;E001;150;0;10;10;10;10;10;10;10;10;10;10
KYNDBY;KYNDBYVAERKET;Öl;DK_O;E001;380;134,83;675;635,929;496,605;468,072;477,859;598,159;496,605;187,081;348,613;468,072
RINGSTED;RINGSTED;Gas;DK_O;E001;150;1,83;10;10;10;10;10;10;10;10;10;10
STIGSNAES;STIGSNAESVAERKET;Steinkohle;DK_O;E001;150;122,145;408;408;408;408;408;408;408;408;408;408
SVANEMÖLLE;SVANEMÖLLEVAERKET;Steinkohle;DK_O;E001;150;23,745;80;80;80;80;80;80;80;80;80;80
TEGLSTRUPGÄRD;HELSINGÖR;Gas;DK_O;E001;150;11,03;56;56;56;56;56;56;56;56;56;56
VALSEVAERKET;HELSINGE;Gas;DK_O;E001;150;0,25;2;2;2;2;2;2;2;2;2;2
VESTLOLLAND;MARIBO;Heizkraftwerk;DK_O;E001;150;0;8;8;8;8;8;8;8;8;8;8
ABILDSKOV;GLAMSBJERG;Gas;DK_W;E001;150;0,37;2;0;0;2;0;0;0;0;0;2
ÄSTRUP;GRENÄ;Heizkraftwerk;DK_W;E001;150;0;17;17;17;17;17;17;17;17;17;17
BREDEKAER;HJÖRRING;Gas;DK_W;E001;150;11,63;59;0;0;59;0;0;0;0;0;59
ENSTED;ENSTED VAERKET;Steinkohle;DK_W;E001;220;186,945;624;624;624;624;460,606;624;624;624;624;624
ESBJERG;ESBJERG VAERKET;Steinkohle;DK_W;E001;150;112,845;377;377;377;377;377;377;377;377;377;377
FYNS;FYNS VAERKET;Steinkohle;DK_W;E001;380;201,945;674;674;674;674;674;674;674;674;674;674
HATTING;HORSENS;Müll;DK_W;E001;150;0;34;34;34;34;34;34;34;34;34;34
HERNING;HERNING;Gas;DK_W;E001;150;17,43;88;0;0;68,108;0;0;0;0;0;68,108
LYKKEGÄRD;BRAMMING;Gas;DK_W;E001;150;2,77;14;0;0;14;0;0;0;0;0;14
MAGSTRUP;HADERSLEV;Müll;DK_W;E001;150;0;2;2;2;2;2;2;2;2;2;2
MOSELUND;RANDERS;Steinkohle;DK_W;E001;150;15,045;51;51;51;51;51;51;51;51;51;51
NIBSTRUP;TAARS;Gas;DK_W;E001;150;0,63;4;0;0;4;0;0;0;0;0;4
NORDJYLLANDS;NORDJYLLANDS VAERKET 1;Steinkohle;DK_W;E001;380;197,445;659;467,981;559,875;659;197,445;488,751;559,875;659;385,697;659
SKAERBAEKVAERKET;SKAERBAEKVAERKET;Gas;DK_W;E001;380;78,03;391;0;0;0;0;0;0;0;0;0
STRUER;MÄBJERG;Heizkraftwerk;DK_W;E001;150;0;27;27;27;27;27;27;27;27;27;27
STUDSTRUP;STUDSTRUPVAERKET;Ölschiefer;DK_W;E001;380;139,63;699;0;0;0;0;0;0;0;0;0
SVENDBORG;RUDKÖBING;Heizkraftwerk;DK_W;E001;150;0;1;1;1;1;1;1;1;1;1;1
TANGE;BJERRINGBRO;Gas;DK_W;E001;150;2,03;11;0;0;0;0;0;0;0;0;0
THYREGOD;NÖRRE SNEDE;Gas;DK_W;E001;150;0,35;2;0;0;0;0;0;0;0;0;0
THYREGOD;BRANDE;Gas;DK_W;E001;150;0,57;3;0;0;0;0;0;0;0;0;0
TANGE;TANGEVAERKET;Wasserspeicher;DK_W;E003;150;0;10;10;10;10;10;10;10;10;10;10
ARAMON;ARAMON;Öl;F;E001;380;297,186;1486;0;0;0;0;0;0;0;0;0
ARRIGHI;ARRIGHI;Gas;F;E001;220;67,186;336;0;0;0;0;0;0;0;0;0
BAIXAS;CALCE;Müll;F;E001;380;0;108;108;0;108;0;0;0;0;0;108
BATZENDORF;SCHWEIGHOUSE-SUR-MODER;Müll;F;E001;220;0;89;89;0;89;0;0;0;0;0;89
BAYET;BAYET;Gas;F;E001;380;98,786;494;0;0;0;0;0;0;0;0;0
BEAUCHAMPS;IKOS - FRESNOY FOLNY;Gas;F;E001;220;17,366;87;0;0;0;0;0;0;0;0;0
BEAUREGARD;BLOIS;Müll;F;E001;220;0;92;92;0;92;0;0;0;0;0;92
BELLEVILLE;BELLEVILLE;KKW;F;E001;380;1834;2620;2620;2620;2620;2620;2620;2620;2620;2028,5;2620
BERANVILLE;EVREUX;Müll;F;E001;220;0;93;93;0;93;0;0;0;0;0;93
BRAEK;BRAEK;Gas;F;E001;220;177,186;886;0;0;0;0;0;0;0;0;0
BRENNILIS;BRENNILIS;Gas;F;E001;220;76,186;381;0;0;0;0;0;0;0;0;0
CAEN;LDC;Gas;F;E001;220;17,246;87;0;0;0;0;0;0;0;0;0
CANTEGRIT;PONTENX-LES-FORGES;Müll;F;E001;380;0;89;89;0;89;0;0;0;0;0;89
CATTENOM;CATTENOM;KKW;F;E001;380;3640;5200;5200;5200;5200;5200;5200;5200;5200;5200;5200
CERGY;AZALYS;Müll;F;E001;380;0;96;96;0;96;0;0;0;0;0;96
CHALON;CHAGNY;Gas;F;E001;220;17,426;88;0;0;0;0;0;0;0;0;0
CHATEAURENARD;AVIGNON-VEDENE;Müll;F;E001;220;0;99;99;0;99;0;0;0;0;0;99
CHINON B;CHINON;KKW;F;E001;380;2534;3620;3620;3620;3620;3620;3620;3620;3620;3620;3620
CHOOZ B;CHOOZ B;KKW;F;E001;380;2100;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000
CIVAUX;CIVAUX;KKW;F;E001;380;2093;2990;2990;2990;2990;2990;2990;2990;2990;2990;2990
CORDEMAIS;CORDEMAIS-POSTE;Steinkohle;F;E001;380;805,779;2686;0;0;814;0;0;0;0;0;814
CORMEILLES;ARGENTEUIL;Müll;F;E001;220;0;102;102;0;102;0;0;0;0;0;102
CORMEILLES;CARRIERES-SUR-SEINE;Müll;F;E001;220;0;89;89;0;89;0;0;0;0;0;89
CORMEILLES;GENNEVILLIERS;Gas;F;E001;220;99,786;499;0;0;0;0;0;0;0;0;0
CORMEILLES;LUTH;Gas;F;E001;220;18,286;92;0;0;0;0;0;0;0;0;0
CREIL;ESIANE;Müll;F;E001;220;0;100;100;0;100;0;0;0;0;0;100
CROIX-DE-METZ;CROIX-DE-METZ;Gas;F;E001;220;0;0;0;0;0;0;0;0;0;0;0
CRUAS-MEYSSE;CRUAS;KKW;F;E001;380;2562;3660;3660;3660;3660;3660;3660;3660;3660;3660;3660
DAMPIERRE-EN-BURLY;DAMPIERRE;KKW;F;E001;380;2492;3560;3560;3560;3560;3560;3560;3560;3560;3560;3560
DIRINON;DIRINON;Gas;F;E001;220;51,186;256;0;0;0;0;0;0;0;0;0
DOBERIE;LAMBALLE;Müll;F;E001;220;0;88;88;0;88;0;0;0;0;0;88
FAVARY;PROVENCE SNET;Steinkohle;F;E001;220;286,179;954;0;0;954;0;0;0;0;0;954
FESSENHEIM;FESSENHEIM 1;KKW;F;E001;380;1232;1760;1760;1760;1760;1760;1760;1760;1760;1760;1760
FLAMANVILLE;FLAMANVILLE;KKW;F;E001;380;1862;2660;2660;2660;2660;2660;2660;2660;2660;2660;2660
FLEAC;CALITOM;Gas;F;E001;220;17,346;87;0;0;0;0;0;0;0;0;0
FLOIRAC;BORDEAUX-BEGLES;Müll;F;E001;220;0;109;109;0;109;0;0;0;0;0;109
GARCHIZY;FOURCHAMBAULT;Müll;F;E001;220;0;90;90;0;90;0;0;0;0;0;90
GENISSIAT;BELLEGARDE-SUR-VALSERINE;Müll;F;E001;380;0;97;97;0;97;0;0;0;0;0;97
GERVANS;CHAMPBLAIN;Gas;F;E001;220;25,786;129;0;0;0;0;0;0;0;0;0
GIEN;GIEN;Müll;F;E001;220;0;92;92;0;92;0;0;0;0;0;92
GOLFECH;GOLFECH;KKW;F;E001;380;1834;2620;2620;2620;2620;2620;2620;2620;2620;2620;2620
GRAVELINES;GRAVELINES;KKW;F;E001;380;3822;5460;5460;5460;5460;5460;5460;5460;5460;5460;5460
HORNAING;HORNAING;Steinkohle;F;E001;220;101,679;339;0;0;0;0;0;0;0;0;0
HORNAING;DOUCHY-LES-MINES;Müll;F;E001;220;0;92;92;0;92;0;0;0;0;0;92
LA MAXE;LA MAXE;Steinkohle;F;E001;220;175,779;586;0;0;0;0;0;0;0;0;0
L'ARDOISE;ORANGE;Gas;F;E001;220;17,386;87;0;0;0;0;0;0;0;0;0
LE BLAYAIS;LE BLAYAIS;KKW;F;E001;380;2548;3640;3640;3640;3640;3640;3640;3640;3640;3640;3640
LE BUGEY;LE BUGEY;KKW;F;E001;380;2506;3580;3580;3580;3580;3580;3580;3580;3580;3580;3580
LE CHASTANG;ROSIERS D'EGLETONS;Müll;F;E001;220;0;91;91;0;91;0;0;0;0;0;91
LE HAVRE;LE HAVRE;Steinkohle;F;E001;380;460,779;1536;0;0;0;0;0;0;0;0;0
LE TRICASTIN;LE TRICASTIN;KKW;F;E001;380;2562;3660;3660;3660;3660;3660;3660;3660;3660;3660;3660
LES ESPIERS;ORISANE;Müll;F;E001;220;0;96;96;0;96;0;0;0;0;0;96
LES ESPIERS;VALORYELE;Müll;F;E001;220;0;96;96;0;96;0;0;0;0;0;96
L'ESTALON;TOULON;Müll;F;E001;220;0;106;106;0;106;0;0;0;0;0;106
LUCY;LUCY;Steinkohle;F;E001;220;106,779;356;0;0;356;0;0;0;0;0;356
MARSILLON;PAU-LESCAR;Müll;F;E001;380;0;92;92;0;92;0;0;0;0;0;92
MARTIGUES;MARTIGUES;Öl;F;E001;220;203,186;1016;0;0;0;0;0;0;0;0;0
MIONS;VALORLY;Müll;F;E001;380;0;94;94;0;94;0;0;0;0;0;94
MONTEREAU;MONTEREAU;Gas;F;E001;380;91,186;456;0;0;0;0;0;0;0;0;0
MORBRAS;VAIRES;Steinkohle;F;E001;380;192,279;641;641;0;641;0;0;0;0;0;641
MOUGINS;ANTIBES;Müll;F;E001;220;0;96;96;0;96;0;0;0;0;0;96
MOULNEAUX;ISSEANE;Müll;F;E001;220;0;136;136;0;136;0;0;0;0;0;136
MOULNEAUX;ST. OUEN;Müll;F;E001;220;0;96;96;0;96;0;0;0;0;0;96
MÜLHAUSEN;SAUSHEIM;Müll;F;E001;220;0;99;99;0;99;0;0;0;0;0;99
NANTES;CHEVIRE;Gas;F;E001;220;87,186;436;0;0;0;0;0;0;0;0;0
NIORT;GIZAY;Gas;F;E001;220;17,346;87;0;0;0;0;0;0;0;0;0
NOGENT/SEINE;NOGENT;KKW;F;E001;380;1834;2620;2620;2620;2620;2620;2620;2620;2620;2620;2620
PALUEL;PENLY POSTE PALUEL;KKW;F;E001;380;3724;5320;5320;5320;5320;-1,0326e-11;4211,5;5320;4978;5320;5320
PARISET;COGERI;Gas;F;E001;220;21,026;106;0;0;0;0;0;0;0;0;0
PASSY;PASSY;Müll;F;E001;220;0;90;90;0;90;0;0;0;0;0;90
PENLY;PENLY CENTRALE;KKW;F;E001;380;1862;2660;2660;2660;2660;2660;2660;2660;2660;2660;2660
PEYROU;LUNEL-VIEL;Müll;F;E001;220;0;96;96;0;96;0;0;0;0;0;96
PORCHEVILLE B;PORCHEVILLE;Öl;F;E001;380;497,186;2486;0;0;0;0;0;0;0;0;0
PORT BOUC;COMBIGOLFE;Gas;F;E001;220;105,186;526;0;0;0;0;0;0;0;0;0
PORT BOUC;FOS-SUR-MER;Gas;F;E001;220;115,186;576;0;0;0;0;0;0;0;0;0
PORT BOUC;CYCOFOS;Gas;F;E001;220;114,986;575;0;0;0;0;0;0;0;0;0
PREGUILLAC;ST. LAURENT DE COGNAC;Gas;F;E001;380;17,346;87;0;0;0;0;0;0;0;0;0
PUSY;NOIDANS-LE-FERROUX;Müll;F;E001;220;0;90;90;0;90;0;0;0;0;0;90
PYMONT;LONS-LE-SAUNIER;Müll;F;E001;220;0;87;87;0;87;0;0;0;0;0;87
QUARTES;P. SAMBRE;Gas;F;E001;220;99,586;498;0;0;0;0;0;0;0;0;0
RABATAU;LA CIOTAT;Gas;F;E001;220;17,426;88;0;0;0;0;0;0;0;0;0
RECY;AUREADE;Müll;F;E001;220;0;94;94;0;94;0;0;0;0;0;94
SANDOUVILLE;OREADE;Müll;F;E001;220;0;103;103;0;103;0;0;0;0;0;103
SEPTEMES;SEMAG;Gas;F;E001;220;17,346;87;0;0;0;0;0;0;0;0;0
ST. NAZAIRE;MONTOIR-DE-BRETAGNE;Gas;F;E001;220;104,186;521;0;0;0;0;0;0;0;0;0
ST-ALBAN-ST-MAURICE;ST. ALBAN;KKW;F;E001;380;1869;2670;2670;2670;2670;2670;2670;2670;2670;2670;2670
ST. AVOLD;EMILE-HUCHET;Steinkohle;F;E001;380;418,779;1396;1379;0;1396;0;0;0;0;0;1396
ST-LAURENT-DES-EAUX 1;ST-LAURENT-DES-EAUX 1;KKW;F;E001;380;640,5;915;915;0;915;690;0;0;0;640,5;915
ST-LAURENT-DES-EAUX 2;ST-LAURENT-DES-EAUX 2;KKW;F;E001;380;640,5;915;915;756;915;0;0;756;0;915;915
STRASBOURG;STRASBOURG 2;Müll;F;E001;220;0;108;108;0;108;0;0;0;0;0;108
THIONVILLE;THIONVILLE;Gas;F;E001;220;53,186;266;0;0;0;0;0;0;0;0;0
TRINITE VICTOR;NICE;Müll;F;E001;220;0;114;114;0;114;0;0;0;0;0;114
VALENCIENNES;BOUCHAIN;Steinkohle;F;E001;220;100,779;336;336;0;336;0;0;0;0;0;336
VALENCIENNES;ST. SAULVE;Müll;F;E001;220;0;101;101;0;101;0;0;0;0;0;101
VANDIERES;BLENOD;Steinkohle;F;E001;380;250,779;836;0;0;836;0;0;0;0;0;836
VERFEIL;BESSIERES;Müll;F;E001;380;0;103;103;0;103;0;0;0;0;0;103
VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;Müll;F;E001;220;0;93;93;0;93;0;0;0;0;0;93
VILLEVAUDE;ST. THIBAULT-DES-VIGNES;Müll;F;E001;380;0;98;98;0;98;0;0;0;0;0;98
VINCEY;RAMBERVILLERS;Müll;F;E001;380;0;92;92;0;92;0;0;0;0;0;92
VITRY;VITRY;Steinkohle;F;E001;220;385,779;1286;1286;0;1286;0;0;0;0;0;1286
VITRY;CRETEIL;Müll;F;E001;220;0;106;106;0;106;0;0;0;0;0;106
VITRY;IVRY PARIS;Müll;F;E001;220;0;149;149;0;149;0;0;0;0;0;149
ASTON;ASTON;Wasserspeicher;F;E003;220;0;156;156;156;156;156;156;156;156;156;156
AUSSOIS;AUSSOIS;Wasserspeicher;F;E003;220;0;238;238;238;238;238;238;238;238;238;238
BIANCON;ST. CASSIEN;Wasserspeicher;F;E003;380;0;61;61;61;61;61;61;61;61;61;61
BROMMAT;BROMMAT;Wasserspeicher;F;E003;380;0;484;484;484;484;484;484;484;484;484;484
CIZE;CIZE-BOLOZON;Wasserspeicher;F;E003;220;0;81;81;81;81;81;81;81;81;81;81
CURBANS;LAZER;Wasserspeicher;F;E003;220;0;56;56;56;56;56;56;56;56;56;56
CURBANS;CURBANS;Wasserspeicher;F;E003;220;0;205;205;205;205;205;205;205;205;205;205
FOUSCAIS;ST. GUILLERME;Wasserspeicher;F;E003;220;0;156;156;156;156;156;156;156;156;156;156
GENISSIAT;GENISSIAT;Wasserspeicher;F;E003;380;0;460;460;460;460;460;460;460;460;460;460
IZERNORE;MOUX-CHARMINES;Wasserspeicher;F;E003;220;0;68;68;68;68;68;68;68;68;68;68
JACQUARD;GRANGENT;Wasserspeicher;F;E003;220;0;77;77;77;77;77;77;77;77;77;77
LA BATHIE;LA BATHIE;Wasserspeicher;F;E003;380;0;586;586;586;586;586;586;586;586;586;586
LA COCHE;LA COCHE;Pumpspeicher;F;E003;380;-340;360;360;360;360;360;360;360;360;360;360
LA MOLE;VAL-BEYNETTE;Wasserspeicher;F;E003;220;0;70;70;70;70;70;70;70;70;70;70
LA MOLE;TRIOUZOUNE;Wasserspeicher;F;E003;220;0;62;62;62;62;62;62;62;62;62;62
LA MOLE;NEUVIC;Wasserspeicher;F;E003;220;0;62;62;62;62;62;62;62;62;62;62
LA MOLE;MAREGES;Wasserspeicher;F;E003;220;0;312;312;312;312;312;312;312;312;312;312
LA MOLE;BORT;Wasserspeicher;F;E003;220;0;280;280;280;280;280;280;280;280;280;280
LANNEMEZAN;LE PORTILLON;Wasserspeicher;F;E003;220;0;135;135;135;135;135;135;135;135;135;135
LARDIT;LARDIT;Wasserspeicher;F;E003;220;0;85;85;85;85;85;85;85;85;85;85
LE BREUIL;VALETTE;Wasserspeicher;F;E003;380;0;106;106;106;106;106;106;106;106;106;106
LE BREUIL;L'AIGLE;Wasserspeicher;F;E003;380;0;400;400;400;400;400;400;400;400;400;400
LE BROC-CARROS;ST. MARTIN-VESUBIE;Wasserspeicher;F;E003;380;0;92;92;92;92;92;92;92;92;92;92
LE BROC-CARROS;LE BANCAIRON;Wasserspeicher;F;E003;380;0;90;90;90;90;90;90;90;90;90;90
LE CHASTANG;LE CHASTANG;Wasserspeicher;F;E003;220;0;333;333;333;333;333;333;333;333;333;333
LE CHEYLAS;LE CHEYLAS;Pumpspeicher;F;E003;380;-480;540;540;540;540;540;540;540;540;540;540
LE HOURAT;LICQ-ATHEREY;Wasserspeicher;F;E003;220;0;67;67;67;67;67;67;67;67;67;67
LE HOURAT;HOURAT;Wasserspeicher;F;E003;220;0;179;179;179;179;179;179;179;179;179;179
LE SAUTET;SAUTET;Wasserspeicher;F;E003;220;0;116;116;116;116;116;116;116;116;116;116
LES BREVIERES;LES BREVIERES;Wasserspeicher;F;E003;220;0;436;436;436;436;436;436;436;436;436;436
L'HOSPITALET;L'HOSPITALET;Wasserspeicher;F;E003;220;0;133;133;133;133;133;133;133;133;133;133
MAZE;AUZERETTE;Wasserspeicher;F;E003;220;0;69;69;69;69;69;69;69;69;69;69
MENTON;ST. DALMAS;Wasserspeicher;F;E003;220;0;90;90;90;90;90;90;90;90;90;90
MERENS;TEICH;Wasserspeicher;F;E003;220;0;46;46;46;46;46;46;46;46;46;46
MERENS;ORLU;Wasserspeicher;F;E003;220;0;128;128;128;128;128;128;128;128;128;128
MERENS;NENTILLA;Wasserspeicher;F;E003;220;0;137;137;137;137;137;137;137;137;137;137
MERENS;LA TET;Wasserspeicher;F;E003;220;0;81;81;81;81;81;81;81;81;81;81
MIEGEBAT;ARTOUSTE;Wasserspeicher;F;E003;220;0;128;128;128;128;128;128;128;128;128;128
MONTAHUT;MONTAHUT;Wasserspeicher;F;E003;220;0;143;143;143;143;143;143;143;143;143;143
MONTEYNARD;MONTEYNARD;Wasserspeicher;F;E003;220;0;406;406;406;406;406;406;406;406;406;406
MONTEYNARD;ST. GEORGES;Wasserspeicher;F;E003;220;0;100;100;100;100;100;100;100;100;100;100
MONTEZIC;MONTEZIC POSTE;Pumpspeicher;F;E003;380;-840;950;950;950;950;950;950;950;950;950;950
PEYRAT;VASSIVIERE;Wasserspeicher;F;E003;220;0;96;96;96;96;96;96;96;96;96;96
PEYRAT;MONCEAUX-LA-VIROLLE;Wasserspeicher;F;E003;220;0;59;59;59;59;59;59;59;59;59;59
PIED-DE-BORNE;PUYLAURENT;Wasserspeicher;F;E003;220;0;44;44;44;44;44;44;44;44;44;44
PIED-DE-BORNE;PIED-DE-BORNE;Wasserspeicher;F;E003;220;0;150;150;150;150;150;150;150;150;150;150
PLAINE HAUTE;GUERLEDAN;Wasserspeicher;F;E003;380;0;56;56;56;56;56;56;56;56;56;56
PRAGNERES;SOULOM;Wasserspeicher;F;E003;220;0;97;97;97;97;97;97;97;97;97;97
PRAGNERES;PRAGNERES;Pumpspeicher;F;E003;220;-331,15;332;332;332;332;332;332;332;332;332;332
QUINSON;QUINSON;Wasserspeicher;F;E003;220;0;81;81;81;81;81;81;81;81;81;81
REVIN;REVIN;Pumpspeicher;F;E003;380;-800;848;848;848;848;848;848;848;848;848;848
RIORGES;VILLEREST;Wasserspeicher;F;E003;220;0;98;98;98;98;98;98;98;98;98;98
RUEYRES;ST. ETIENNE-CANTALES;Wasserspeicher;F;E003;380;0;146;146;146;146;146;146;146;146;146;146
RUEYRES;LE GOUR NOIR;Wasserspeicher;F;E003;380;0;80;80;80;80;80;80;80;80;80;80
RUEYRES;LAVAL-DE-CERE;Wasserspeicher;F;E003;380;0;172;172;172;172;172;172;172;172;172;172
RUEYRES;ARGENTAT;Wasserspeicher;F;E003;380;0;87;87;87;87;87;87;87;87;87;87
RUEYRES;SARRANS;Wasserspeicher;F;E003;380;0;227;227;227;227;227;227;227;227;227;227
SALLES CURAN;BAGE;Wasserspeicher;F;E003;220;0;56;56;56;56;56;56;56;56;56;56
SALLES CURAN;ALRANCE;Wasserspeicher;F;E003;220;0;54;54;54;54;54;54;54;54;54;54
SAVIGNAC;MARCILLAC;Wasserspeicher;F;E003;220;0;70;70;70;70;70;70;70;70;70;70
SERRE-PONCON;LES CLAUX;Wasserspeicher;F;E003;220;0;53;53;53;53;53;53;53;53;53;53
SERRE-PONCON;EYGLIERS;Wasserspeicher;F;E003;220;0;65;65;65;65;65;65;65;65;65;65
SERRE-PONCON;SERRE-PONCON;Wasserspeicher;F;E003;220;0;410;410;410;410;410;410;410;410;410;410
SISTERON;SISTERON;Wasserspeicher;F;E003;220;0;254;254;254;254;254;254;254;254;254;254
ST. CROIX;CHAUDANNE;Wasserspeicher;F;E003;220;0;64;64;64;64;64;64;64;64;64;64
ST. CROIX;CASTILLON;Wasserspeicher;F;E003;220;0;108;108;108;108;108;108;108;108;108;108
