$Bez. SO;Bezeichner;Langname;$UKZ;$Kurzname;$Un;P min;P0;P max
BAIXAS;CALCE;Müll;F;E001;380;0;108;108
BATZENDORF;SCHWEIGHOUSE-SUR-MODER;Müll;F;E001;220;0;89;89
BAYET;BAYET;Gas;F;E001;380;98,786;98,786;494
BEAUCHAMPS;IKOS - FRESNOY FOLNY;Gas;F;E001;220;17,366;17,366;87
BEAUREGARD;BLOIS;Müll;F;E001;220;0;92;92
BELLEVILLE;BELLEVILLE;KKW;F;E001;380;1834;2620;2620
BERANVILLE;EVREUX;Müll;F;E001;220;0;93;93
BIANCON;ST. CASSIEN;Wasserspeicher;F;E003;380;0;0;61
BRAEK;BRAEK;Gas;F;E001;220;177,186;177,186;886
BRENNILIS;BRENNILIS;Gas;F;E001;220;76,186;76,186;381
BROMMAT;BROMMAT;Wasserspeicher;F;E003;380;0;0;484
CAEN;LDC;Gas;F;E001;220;17,246;17,246;87
CANTEGRIT;PONTENX-LES-FORGES;Müll;F;E001;380;0;89;89
CATTENOM;CATTENOM;KKW;F;E001;380;3640;5200;5200
CERGY;AZALYS;Müll;F;E001;380;0;96;96
CHALON;CHAGNY;Gas;F;E001;220;17,426;17,426;88
CHATEAURENARD;AVIGNON-VEDENE;Müll;F;E001;220;0;99;99
CHINON B;CHINON;KKW;F;E001;380;2534;3620;3620
CHOOZ B;CHOOZ B;KKW;F;E001;380;2100;3000;3000
CIVAUX;CIVAUX;KKW;F;E001;380;2093;2990;2990
CIZE;CIZE-BOLOZON;Wasserspeicher;F;E003;220;0;0;81
CORDEMAIS;CORDEMAIS-POSTE;Steinkohle;F;E001;380;805,779;2254,0031;2686
CORMEILLES;ARGENTEUIL;Müll;F;E001;220;0;309,072;782
CREIL;ESIANE;Müll;F;E001;220;0;100;100
CROIX-DE-METZ;CROIX-DE-METZ;Gas;F;E001;220;0;0;0
CRUAS-MEYSSE;CRUAS;KKW;F;E001;380;2562;3660;3660
CURBANS;LAZER;Wasserspeicher;F;E003;220;0;0;261
DAMPIERRE-EN-BURLY;DAMPIERRE;KKW;F;E001;380;2492;3560;3560
DIRINON;DIRINON;Gas;F;E001;220;51,186;51,186;256
DOBERIE;LAMBALLE;Müll;F;E001;220;0;88;88
FAVARY;PROVENCE SNET;Steinkohle;F;E001;220;286,179;733,0208;954
FESSENHEIM;FESSENHEIM 1;KKW;F;E001;380;1232;1760;1760
FLAMANVILLE;FLAMANVILLE;KKW;F;E001;380;1862;2660;2660
FLEAC;CALITOM;Gas;F;E001;220;17,346;17,346;87
FLOIRAC;BORDEAUX-BEGLES;Müll;F;E001;220;0;109;109
FOUSCAIS;ST. GUILLERME;Wasserspeicher;F;E003;220;0;0;156
GARCHIZY;FOURCHAMBAULT;Müll;F;E001;220;0;90;90
GENISSIAT;BELLEGARDE-SUR-VALSERINE;Müll;F;E001;380;0;97;557
GERVANS;CHAMPBLAIN;Gas;F;E001;220;25,786;25,786;129
GIEN;GIEN;Müll;F;E001;220;0;92;92
GOLFECH;GOLFECH;KKW;F;E001;380;1834;2620;2620
GRAVELINES;GRAVELINES;KKW;F;E001;380;3822;5460;5460
HORNAING;HORNAING;Steinkohle;F;E001;220;0;333,145;431
IZERNORE;MOUX-CHARMINES;Wasserspeicher;F;E003;220;0;0;68
JACQUARD;GRANGENT;Wasserspeicher;F;E003;220;0;0;77
L'ARDOISE;ORANGE;Gas;F;E001;220;17,386;17,386;87
L'ESTALON;TOULON;Müll;F;E001;220;0;106;106
L'HOSPITALET;L'HOSPITALET;Wasserspeicher;F;E003;220;0;0;133
LA BATHIE;LA BATHIE;Wasserspeicher;F;E003;380;0;0;586
LA COCHE;LA COCHE;Pumpspeicher;F;E003;380;-340;0;360
LA MAXE;LA MAXE;Steinkohle;F;E001;220;175,779;432,094;586
LA MOLE;VAL-BEYNETTE;Wasserspeicher;F;E003;220;0;0;786
LANNEMEZAN;LE PORTILLON;Wasserspeicher;F;E003;220;0;0;135
LARDIT;LARDIT;Wasserspeicher;F;E003;220;0;0;85
LE BLAYAIS;LE BLAYAIS;KKW;F;E001;380;2548;3640;3640
LE BREUIL;VALETTE;Wasserspeicher;F;E003;380;0;0;506
LE BROC-CARROS;ST. MARTIN-VESUBIE;Wasserspeicher;F;E003;380;0;0;182
LE BUGEY;LE BUGEY;KKW;F;E001;380;2506;3580;3580
LE CHASTANG;ROSIERS D'EGLETONS;Müll;F;E001;220;0;91;424
LE CHEYLAS;LE CHEYLAS;Pumpspeicher;F;E003;380;-480;0;540
LE HAVRE;LE HAVRE;Steinkohle;F;E001;380;460,779;1190,7382;1536
LE HOURAT;LICQ-ATHEREY;Wasserspeicher;F;E003;220;0;0;246
LE SAUTET;SAUTET;Wasserspeicher;F;E003;220;0;0;116
LE TRICASTIN;LE TRICASTIN;KKW;F;E001;380;2562;3660;3660
LES BREVIERES;LES BREVIERES;Wasserspeicher;F;E003;220;0;0;436
LES ESPIERS;ORISANE;Müll;F;E001;220;0;192;192
LUCY;LUCY;Steinkohle;F;E001;220;106,779;253,9593;356
MARSILLON;PAU-LESCAR;Müll;F;E001;380;0;92;92
MARTIGUES;MARTIGUES;Öl;F;E001;220;203,186;203,186;1016
MAZE;AUZERETTE;Wasserspeicher;F;E003;220;0;0;69
MENTON;ST. DALMAS;Wasserspeicher;F;E003;220;0;0;90
MERENS;TEICH;Wasserspeicher;F;E003;220;0;0;392
MIEGEBAT;ARTOUSTE;Wasserspeicher;F;E003;220;0;0;128
MIONS;VALORLY;Müll;F;E001;380;0;94;94
MONTAHUT;MONTAHUT;Wasserspeicher;F;E003;220;0;0;143
MONTEREAU;MONTEREAU;Gas;F;E001;380;91,186;91,186;456
MONTEYNARD;MONTEYNARD;Wasserspeicher;F;E003;220;0;0;506
MONTEZIC;MONTEZIC POSTE;Pumpspeicher;F;E003;380;-840;0;950
MORBRAS;VAIRES;Steinkohle;F;E001;380;192,279;475,9176;641
MOUGINS;ANTIBES;Müll;F;E001;220;0;96;96
MOULNEAUX;ISSEANE;Müll;F;E001;220;0;232;232
MÜLHAUSEN;SAUSHEIM;Müll;F;E001;220;0;99;99
NANTES;CHEVIRE;Gas;F;E001;220;87,186;87,186;436
NIORT;GIZAY;Gas;F;E001;220;17,346;17,346;87
NOGENT/SEINE;NOGENT;KKW;F;E001;380;1834;2620;2620
PALUEL;PENLY POSTE PALUEL;KKW;F;E001;380;3724;5320;5320
PARISET;COGERI;Gas;F;E001;220;21,026;21,026;106
PASSY;PASSY;Müll;F;E001;220;0;90;90
PENLY;PENLY CENTRALE;KKW;F;E001;380;1862;2660;2660
PEYRAT;VASSIVIERE;Wasserspeicher;F;E003;220;0;0;155
PEYROU;LUNEL-VIEL;Müll;F;E001;220;0;96;96
PIED-DE-BORNE;PUYLAURENT;Wasserspeicher;F;E003;220;0;0;194
PLAINE HAUTE;GUERLEDAN;Wasserspeicher;F;E003;380;0;0;56
PORCHEVILLE B;PORCHEVILLE;Öl;F;E001;380;497,186;497,186;2486
PORT BOUC;COMBIGOLFE;Gas;F;E001;220;105,186;335,358;1677
PRAGNERES;SOULOM;Wasserspeicher;F;E003;220;-331,15;0;429
PREGUILLAC;ST. LAURENT DE COGNAC;Gas;F;E001;380;17,346;17,346;87
PUSY;NOIDANS-LE-FERROUX;Müll;F;E001;220;0;90;90
PYMONT;LONS-LE-SAUNIER;Müll;F;E001;220;0;87;87
QUARTES;P. SAMBRE;Gas;F;E001;220;99,586;99,586;498
QUINSON;QUINSON;Wasserspeicher;F;E003;220;0;0;81
RABATAU;LA CIOTAT;Gas;F;E001;220;17,426;17,426;88
RECY;AUREADE;Müll;F;E001;220;0;94;94
REVIN;REVIN;Pumpspeicher;F;E003;380;-800;0;848
RIORGES;VILLEREST;Wasserspeicher;F;E003;220;0;0;98
RUEYRES;ST. ETIENNE-CANTALES;Wasserspeicher;F;E003;380;0;0;712
SALLES CURAN;BAGE;Wasserspeicher;F;E003;220;0;0;110
SANDOUVILLE;OREADE;Müll;F;E001;220;0;103;103
SAVIGNAC;MARCILLAC;Wasserspeicher;F;E003;220;0;0;70
SEPTEMES;SEMAG;Gas;F;E001;220;17,346;17,346;87
SERRE-PONCON;LES CLAUX;Wasserspeicher;F;E003;220;0;0;528
SISTERON;SISTERON;Wasserspeicher;F;E003;220;0;0;254
ST-ALBAN-ST-MAURICE;ST. ALBAN;KKW;F;E001;380;1869;2670;2670
ST-LAURENT-DES-EAUX 1;ST-LAURENT-DES-EAUX 1;KKW;F;E001;380;640,5;915;915
ST-LAURENT-DES-EAUX 2;ST-LAURENT-DES-EAUX 2;KKW;F;E001;380;640,5;915;915
ST. AVOLD;EMILE-HUCHET;Steinkohle;F;E001;380;418,779;1078,4671;1396
ST. CROIX;CHAUDANNE;Wasserspeicher;F;E003;220;0;0;370
ST. GUILLERME;CHAMPCELLA;Wasserspeicher;F;E003;220;0;0;52
ST. NAZAIRE;MONTOIR-DE-BRETAGNE;Gas;F;E001;220;104,186;104,186;521
ST. VICTOR;LE POUGET;Pumpspeicher;F;E003;220;-41,5;0;612
STRASBOURG;STRASBOURG 2;Müll;F;E001;220;0;108;108
SUPER-BISSORTE;SUPER-BISSORTE;Pumpspeicher;F;E003;380;-640;0;923
THIONVILLE;THIONVILLE;Gas;F;E001;220;53,186;53,186;266
TORE-SUPRA;VINON;Wasserspeicher;F;E003;380;0;0;72
TRINITE VICTOR;NICE;Müll;F;E001;220;0;114;114
VALENCIENNES;BOUCHAIN;Steinkohle;F;E001;220;0;339,889;437
VANDIERES;BLENOD;Steinkohle;F;E001;380;250,779;634,6755;836
VAUJANY;GRAND MAISON;Pumpspeicher;F;E003;380;-1275;0;1840
VERFEIL;BESSIERES;Müll;F;E001;380;0;103;103
VILLARODIN;VILLARODIN;Wasserspeicher;F;E003;380;0;0;400
VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;Müll;F;E001;220;0;93;93
VILLEVAUDE;ST. THIBAULT-DES-VIGNES;Müll;F;E001;380;0;98;98
VINCEY;RAMBERVILLERS;Müll;F;E001;380;0;92;92
VITRY;VITRY;Steinkohle;F;E001;220;0;1247,1965;1541
VOUGLANS;VOUGLANS;Wasserspeicher;F;E003;220;0;0;328
BERGUM;BERGUM;Gas;N;E001;220;131,396;594,6405;657
BEVERWIJK;VELSEN;Gas;N;E001;380;0;975,6188;1077
BORSSELE;SLOE;Gas;N;E001;380;79,596;2692,5173;2814
DIEMEN;DIEMEN 33;Gas;N;E001;380;0;791,7919;898
DODEWAARD;GELDERLAND;Steinkohle;N;E001;380;8,196;609,806;624
EEMSHAVEN;EEMS 1;Gas;N;E001;380;0;2428,2015;2448
EINDHOVEN;EINDHOVEN;Gas;N;E001;380;8,596;58,0099;88
GEERTRUIDENBERG;DONGE;Gas;N;E001;380;5,196;2085,3092;2202
HENGELO;SALINCO;Gas;N;E001;380;0;88,9131;123
HESSENWEG;HARCULO;Gas;N;E001;220;69,796;298,514;349
KRIMPEN;ROTTERDAM;GuD;N;E001;380;0;1412,8877;1565
LELYSTAD;LELYSTAD;Gas;N;E001;380;22,396;977,1759;1106
LOUWSMEER;HARLINGEN;Müll;N;E001;220;0;10;10
MAASBRACHT;DSM;GuD;N;E001;380;45,196;2334,4379;2441
MAASVLAKTE;MAASVLAKTE 1;Steinkohle;N;E001;380;14,596;1144,1168;1166
MEEDEN;KLAZIENAVEEN;Gas;N;E001;380;3,196;104,3929;158
OOSTZAAN;HEMWEG 7;Steinkohle;N;E001;380;0;1389,5208;1470
ROBBENPLAAT;DELFZIJL;Müll;N;E001;380;0;4;4
SIMONSHAVEN;BOTLEK;Müll;N;E001;380;0;204,3461;227
WEIWERD;DELESTO;Gas;N;E001;220;104,596;465,196;523
WESTERTEE;LEIDEN;Gas;N;E001;380;14,196;530,0886;652
ZEYERVEEN;WIJSTER;Müll;N;E001;220;0;41;41
ALTENWÖRTH;THEIß;Gas;O;E001;220;171,696;843,1813;859
BISAMBERG;DONAUSTADT 3;Gas;O;E001;380;0;894,1853;923
DÜRNROHR;DÜRNROHR;Steinkohle;O;E001;380;244,644;816;816
HAUSRUCK;TIMELKAM CC;GuD;O;E001;220;0;723,1832;749
HESSENBERG;NIKALSDORF;Müll;O;E001;220;0;66;66
HÄUSLING;HÄUSLING;Pumpspeicher;O;E003;220;-360;0;366
KAINACHTAL;WERNDORF;Heizkraftwerk;O;E001;380;0;1582,3795;1608
KAPRUN;KAPRUN LIMBERG II;Pumpspeicher;O;E003;220;-480;0;996
KOPS I;RIFAWERK;Pumpspeicher;O;E003;220;-8;0;913
KÜHTAI;KÜHTAI;Pumpspeicher;O;E003;220;-250;0;295
LIENZ;FELDSEE;Wasserspeicher;O;E003;380;0;0;370
LÜNERSEE;LÜNERSEE;Pumpspeicher;O;E003;220;-224;0;338
MALTA;ZEDERHAUS;Wasserspeicher;O;E003;220;-580;0;1154
MAYRHOFEN;MAYRHOFEN;Wasserspeicher;O;E003;220;0;0;351
OSTSTEIERMARKT;GRAZ;Heizkraftwerk;O;E001;380;0;116;116
OTTENSHEIM;H. LINZ;Gas;O;E001;220;0;286,1168;299
PRUTZ;PRUTZ;Wasserspeicher;O;E003;220;0;0;774
PYHRN;HIEFLAU;Wasserspeicher;O;E003;220;0;0;69
RODUND;RODUND;Pumpspeicher;O;E003;220;-317;0;514
ROSEGG;ARNOLDSTEIN;Müll;O;E001;220;0;66;66
ROßHAG;ROßHAG;Pumpspeicher;O;E003;220;-240;0;237
SALZACH;RIEDERSBACH 1;Steinkohle;O;E001;220;0;557;612
SATTLEDT;WELS;Müll;O;E001;220;0;88;88
SILZ;SILZ;Pumpspeicher;O;E003;220;-500;0;506
ST. ANDRÄ;KORALPE;Pumpspeicher;O;E003;220;-50;0;56
TAUERN;DIESSBACH;Wasserspeicher;O;E003;380;0;0;158
THAUR;ACHENSEE;Wasserspeicher;O;E003;220;0;0;85
WEIßENBACH;GOSAU;Wasserspeicher;O;E003;220;0;0;106
WERBEN;LANGENEGG;Wasserspeicher;O;E003;220;0;0;80
