$Bez. SO;Bezeichner;Langname;$UKZ;$Kurzname;$Un;P min;P max;NNF_1;NNF_2;NNF_3;NNF_4;NNF_5;NNF_6;NNF_7;NNF_8;NNF_9
RODENHUIZE;ZELZATE 1;Öl;B;E001;380;3,6;18;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6
SERAING;SERAING;Gas;B;E001;220;90;450;223,0328;160,6554;217,6628;187,7143;189,6413;160,6554;178,4882;190,8842;217,6628
SERAING;ANGLEUR;Gas;B;E001;220;47,6;238;131,0704;100,1632;130,2151;112,7124;115,8304;100,1632;109,9658;115,8345;130,2151
TERGNEE;JEMEPPE-SOLVAY;Gas;B;E001;380;18,8;94;55,1159;47,7771;54,8239;50,6279;51,4582;47,7771;50,0757;51,6209;54,8239
TIHANGE;TIHANGE;KKW;B;E001;380;2111,2;3016;3016;3016;3016;3016;3016;3016;3016;3016;3016
V. BRUG;V. BRUG;Gas;B;E001;380;77;385;196,9099;143,07;193,3381;165,8949;168,7392;143,07;158,9674;169,4544;193,3381
ZANDVLIET;ZANDVLIET;GuD;B;E001;380;79;395;201,0335;145,8102;197,2061;169,3031;172,0301;145,8102;162,0345;172,8224;197,2061
COO;COO;Pumpspeicher;B;E003;380;-1035;1164;1164;1164;1164;1164;1164;1164;1164;1164;1164
MONCEAU;PLATE-TAILLE;Pumpspeicher;B;E003;220;-144;144;144;144;144;144;144;144;144;144;144
AMAGER;AMAGERVAERKET;Steinkohle;DK_O;E001;150;122,445;409;409;409;409;409;409;409;409;409;409
ASNAES POWER STATION;ASNAESVAERKET;Ölschiefer;DK_O;E001;380;211,03;1056;367,3048;398,8812;387,4204;281,611;343,6254;398,8812;211,03;212,4798;387,4204
AVEDÖRE POWER STATION;AVEDÖRE VAERKET;Gas;DK_O;E001;380;161,63;809;809;809;809;809;809;809;718,3361;809;809
BORUP;HILLERÖD;Gas;DK_O;E001;150;15,03;76;76;76;76;76;76;76;59,2739;76;76
GLENTEGÄRD;DTU;Gas;DK_O;E001;380;7,23;37;37;37;37;37;37;37;25,4783;37;37
H. C. ÖRSTED POWER STATION;H. C. ÖRSTED VAERKET;Gas;DK_O;E001;380;26,23;132;132;132;132;132;132;132;111,9012;132;132
HASLEV;HASLEV;Heizkraftwerk;DK_O;E001;150;0;4;4;4;4;4;4;4;4;4;4
HEJNINGE;SLAGELSE;Heizkraftwerk;DK_O;E001;150;0;10;10;10;10;10;10;10;10;10;10
KYNDBY;KYNDBYVAERKET;Öl;DK_O;E001;380;134,83;675;268,6242;308,7538;291,6816;196,248;254,5336;308,7538;134,83;136,1332;291,6816
RINGSTED;RINGSTED;Gas;DK_O;E001;150;1,83;10;10;10;10;10;10;10;5,6938;10;10
STIGSNAES;STIGSNAESVAERKET;Steinkohle;DK_O;E001;150;122,145;408;408;408;408;408;408;408;408;408;408
SVANEMÖLLE;SVANEMÖLLEVAERKET;Steinkohle;DK_O;E001;150;23,745;80;80;80;80;80;80;80;80;80;80
TEGLSTRUPGÄRD;HELSINGÖR;Gas;DK_O;E001;150;11,03;56;56;56;56;56;56;56;41,488;56;56
VALSEVAERKET;HELSINGE;Gas;DK_O;E001;150;0,25;2;2;2;2;2;2;2;1,0498;2;2
VESTLOLLAND;MARIBO;Heizkraftwerk;DK_O;E001;150;0;8;8;8;8;8;8;8;8;8;8
ABILDSKOV;GLAMSBJERG;Gas;DK_W;E001;150;0,37;2;0,37;0,37;0,37;0,37;0,37;0,37;0,37;0,37;0,37
ÄSTRUP;GRENÄ;Heizkraftwerk;DK_W;E001;150;0;17;17;17;17;17;17;17;17;17;17
BREDEKAER;HJÖRRING;Gas;DK_W;E001;150;11,63;59;11,63;11,63;11,63;11,63;11,63;11,63;11,63;11,63;11,63
ENSTED;ENSTED VAERKET;Steinkohle;DK_W;E001;220;186,945;624;480,8102;515,5912;599,3729;371,712;517,3815;515,5912;509,0166;445,9194;599,3729
ESBJERG;ESBJERG VAERKET;Steinkohle;DK_W;E001;150;112,845;377;275,3928;293,7927;355,5402;228,6467;296,0741;293,7927;291,2642;258,8994;355,5402
FYNS;FYNS VAERKET;Steinkohle;DK_W;E001;380;201,945;674;524,363;561,9977;648,8549;400,5668;563,2948;561,9977;554,3613;486,0277;648,8549
HATTING;HORSENS;Müll;DK_W;E001;150;0;34;34;34;34;34;34;34;34;34;34
HERNING;HERNING;Gas;DK_W;E001;150;17,43;88;17,43;17,43;17,43;17,43;17,43;17,43;17,43;17,43;17,43
LYKKEGÄRD;BRAMMING;Gas;DK_W;E001;150;2,77;14;2,77;2,77;2,77;2,77;2,77;2,77;2,77;2,77;2,77
MAGSTRUP;HADERSLEV;Müll;DK_W;E001;150;0;2;2;2;2;2;2;2;2;2;2
MOSELUND;RANDERS;Steinkohle;DK_W;E001;150;15,045;51;34,3412;34,9826;40,8924;33,5551;35,0675;34,9826;34,7021;34,0315;40,8924
NIBSTRUP;TAARS;Gas;DK_W;E001;150;0,63;4;0,63;0,63;0,63;0,63;0,63;0,63;0,63;0,63;0,63
NORDJYLLANDS;NORDJYLLANDS VAERKET 1;Steinkohle;DK_W;E001;380;197,445;659;511,2352;548,0357;634,0076;391,9116;549,4931;548,0357;540,7255;473,9121;634,0076
SKAERBAEKVAERKET;SKAERBAEKVAERKET;Gas;DK_W;E001;380;78,03;391;78,03;78,03;78,03;78,03;78,03;78,03;78,03;78,03;78,03
STRUER;MÄBJERG;Heizkraftwerk;DK_W;E001;150;0;27;27;27;27;27;27;27;27;27;27
STUDSTRUP;STUDSTRUPVAERKET;Ölschiefer;DK_W;E001;380;139,63;699;139,63;139,63;139,63;139,63;139,63;139,63;139,63;139,63;139,63
SVENDBORG;RUDKÖBING;Heizkraftwerk;DK_W;E001;150;0;1;1;1;1;1;1;1;1;1;1
TANGE;BJERRINGBRO;Gas;DK_W;E001;150;2,03;11;2,03;2,03;2,03;2,03;2,03;2,03;2,03;2,03;2,03
THYREGOD;NÖRRE SNEDE;Gas;DK_W;E001;150;0,35;2;0,35;0,35;0,35;0,35;0,35;0,35;0,35;0,35;0,35
THYREGOD;BRANDE;Gas;DK_W;E001;150;0,57;3;0,57;0,57;0,57;0,57;0,57;0,57;0,57;0,57;0,57
TANGE;TANGEVAERKET;Wasserspeicher;DK_W;E003;150;0;10;10;10;10;10;10;10;10;10;10
ARAMON;ARAMON;Öl;F;E001;380;297,186;1486;297,186;297,186;297,186;297,186;297,186;297,186;297,186;297,186;297,186
ARRIGHI;ARRIGHI;Gas;F;E001;220;67,186;336;67,186;67,186;67,186;67,186;67,186;67,186;67,186;67,186;67,186
BAIXAS;CALCE;Müll;F;E001;380;0;108;48,8737;9,833e-10;108;1,2044e-07;1,6464e-13;9,833e-10;3,7786e-13;4,4895e-09;108
BATZENDORF;SCHWEIGHOUSE-SUR-MODER;Müll;F;E001;220;0;89;41,0511;9,8321e-10;89;1,2042e-07;1,6076e-13;9,8321e-10;3,7778e-13;4,4888e-09;89
BAYET;BAYET;Gas;F;E001;380;98,786;494;98,786;98,786;98,786;98,786;98,786;98,786;98,786;98,786;98,786
BEAUCHAMPS;IKOS - FRESNOY FOLNY;Gas;F;E001;220;17,366;87;17,366;17,366;17,366;17,366;17,366;17,366;17,366;17,366;17,366
BEAUREGARD;BLOIS;Müll;F;E001;220;0;92;42,307;9,8323e-10;92;1,2042e-07;1,6137e-13;9,8323e-10;3,7779e-13;4,489e-09;92
BELLEVILLE;BELLEVILLE;KKW;F;E001;380;1834;2620;2620;2330,3471;2620;2141,5428;2268,131;2330,3471;2293,6159;2337,9396;2620
BERANVILLE;EVREUX;Müll;F;E001;220;0;93;42,7239;9,8323e-10;93;1,2042e-07;1,6157e-13;9,8323e-10;3,778e-13;4,489e-09;93
BRAEK;BRAEK;Gas;F;E001;220;177,186;886;177,186;177,186;177,186;177,186;177,186;177,186;177,186;177,186;177,186
BRENNILIS;BRENNILIS;Gas;F;E001;220;76,186;381;76,186;76,186;76,186;76,186;76,186;76,186;76,186;76,186;76,186
CAEN;LDC;Gas;F;E001;220;17,246;87;17,246;17,246;17,246;17,246;17,246;17,246;17,246;17,246;17,246
CANTEGRIT;PONTENX-LES-FORGES;Müll;F;E001;380;0;89;41,0511;9,8321e-10;89;1,2042e-07;1,6076e-13;9,8321e-10;3,7778e-13;4,4888e-09;89
CATTENOM;CATTENOM;KKW;F;E001;380;3640;5200;5200;4642,0939;5200;4084,2314;4444,4468;4642,0939;4522,9059;4662,4775;5200
CERGY;AZALYS;Müll;F;E001;380;0;96;43,9694;9,8325e-10;96;1,2043e-07;1,6218e-13;9,8325e-10;3,7781e-13;4,4891e-09;96
CHALON;CHAGNY;Gas;F;E001;220;17,426;88;17,426;17,426;17,426;17,426;17,426;17,426;17,426;17,426;17,426
CHATEAURENARD;AVIGNON-VEDENE;Müll;F;E001;220;0;99;45,2071;9,8326e-10;99;1,2043e-07;1,628e-13;9,8326e-10;3,7783e-13;4,4892e-09;99
CHINON B;CHINON;KKW;F;E001;380;2534;3620;3620;3229,648;3620;2913,6871;3117,1125;3229,648;3163,7599;3239,0525;3620
CHOOZ B;CHOOZ B;KKW;F;E001;380;2100;3000;3000;2678,0896;3000;2443,369;2597,5825;2678,0896;2630,3098;2685,354;3000
CIVAUX;CIVAUX;KKW;F;E001;380;2093;2990;2990;2668,9333;2990;2435,4432;2588,9291;2668,9333;2621,7086;2676,4435;2990
CORDEMAIS;CORDEMAIS-POSTE;Steinkohle;F;E001;380;805,779;2686;805,779;805,779;892,9474;805,779;805,779;805,779;805,779;805,779;892,9474
CORMEILLES;ARGENTEUIL;Müll;F;E001;220;0;102;46,437;9,8327e-10;102;1,2044e-07;1,6342e-13;9,8327e-10;3,7784e-13;4,4893e-09;102
CORMEILLES;CARRIERES-SUR-SEINE;Müll;F;E001;220;0;89;41,0511;9,8321e-10;89;1,2042e-07;1,6076e-13;9,8321e-10;3,7778e-13;4,4888e-09;89
CORMEILLES;GENNEVILLIERS;Gas;F;E001;220;99,786;499;99,786;99,786;99,786;99,786;99,786;99,786;99,786;99,786;99,786
CORMEILLES;LUTH;Gas;F;E001;220;18,286;92;18,286;18,286;18,286;18,286;18,286;18,286;18,286;18,286;18,286
CREIL;ESIANE;Müll;F;E001;220;0;100;45,6179;9,8326e-10;100;1,2043e-07;1,6301e-13;9,8326e-10;3,7783e-13;4,4893e-09;100
CROIX-DE-METZ;CROIX-DE-METZ;Gas;F;E001;220;0;0;0;0;0;0;0;0;0;0;0
CRUAS-MEYSSE;CRUAS;KKW;F;E001;380;2562;3660;3660;3265,2762;3660;2943,6145;3150,6158;3265,2762;3198,1811;3274,859;3660
DAMPIERRE-EN-BURLY;DAMPIERRE;KKW;F;E001;380;2492;3560;3560;3176,2662;3560;2868,7639;3066,9055;3176,2662;3112,1283;3185,362;3560
DIRINON;DIRINON;Gas;F;E001;220;51,186;256;51,186;51,186;51,186;51,186;51,186;51,186;51,186;51,186;51,186
DOBERIE;LAMBALLE;Müll;F;E001;220;0;88;40,6308;9,832e-10;88;1,2042e-07;1,6056e-13;9,832e-10;3,7777e-13;4,4888e-09;88
FAVARY;PROVENCE SNET;Steinkohle;F;E001;220;286,179;954;286,179;286,179;359,8265;286,179;286,179;286,179;286,179;286,179;359,8265
FESSENHEIM;FESSENHEIM 1;KKW;F;E001;380;1232;1760;1760;1547,9045;1760;1451,9845;1520,1379;1547,9045;1529,2969;1552,9278;1760
FLAMANVILLE;FLAMANVILLE;KKW;F;E001;380;1862;2660;2660;2366,9228;2660;2173,3827;2302,8622;2366,9228;2329,2629;2374,6205;2660
FLEAC;CALITOM;Gas;F;E001;220;17,346;87;17,346;17,346;17,346;17,346;17,346;17,346;17,346;17,346;17,346
FLOIRAC;BORDEAUX-BEGLES;Müll;F;E001;220;0;109;49,2769;9,833e-10;109;1,2045e-07;1,6484e-13;9,833e-10;3,7786e-13;4,4896e-09;109
GARCHIZY;FOURCHAMBAULT;Müll;F;E001;220;0;90;41,4706;9,8321e-10;90;1,2042e-07;1,6096e-13;9,8321e-10;3,7778e-13;4,4889e-09;90
GENISSIAT;BELLEGARDE-SUR-VALSERINE;Müll;F;E001;380;0;97;44,3828;9,8325e-10;97;1,2043e-07;1,6239e-13;9,8325e-10;3,7782e-13;4,4892e-09;97
GERVANS;CHAMPBLAIN;Gas;F;E001;220;25,786;129;25,786;25,786;25,786;25,786;25,786;25,786;25,786;25,786;25,786
GIEN;GIEN;Müll;F;E001;220;0;92;42,307;9,8323e-10;92;1,2042e-07;1,6137e-13;9,8323e-10;3,7779e-13;4,489e-09;92
GOLFECH;GOLFECH;KKW;F;E001;380;1834;2620;2620;2330,3471;2620;2141,5428;2268,131;2330,3471;2293,6159;2337,9396;2620
GRAVELINES;GRAVELINES;KKW;F;E001;380;3822;5460;5460;4862,8238;5460;4274,9013;4654,1958;4862,8238;4746,4259;4898,8306;5460
HORNAING;HORNAING;Steinkohle;F;E001;220;101,679;339;101,679;101,679;156,1404;101,679;101,679;101,679;101,679;101,679;156,1404
HORNAING;DOUCHY-LES-MINES;Müll;F;E001;220;0;92;42,307;9,8323e-10;92;1,2042e-07;1,6137e-13;9,8323e-10;3,7779e-13;4,489e-09;92
LA MAXE;LA MAXE;Steinkohle;F;E001;220;175,779;586;175,779;175,779;241,6712;175,779;175,779;175,779;175,779;175,779;241,6712
L'ARDOISE;ORANGE;Gas;F;E001;220;17,386;87;17,386;17,386;17,386;17,386;17,386;17,386;17,386;17,386;17,386
LE BLAYAIS;LE BLAYAIS;KKW;F;E001;380;2548;3640;3640;3247,4581;3640;2928,653;3133,861;3247,4581;3180,9705;3256,9544;3640
LE BUGEY;LE BUGEY;KKW;F;E001;380;2506;3580;3580;3194,052;3580;2883,7426;3083,6347;3194,052;3129,3388;3203,2563;3580
LE CHASTANG;ROSIERS D'EGLETONS;Müll;F;E001;220;0;91;41,8892;9,8322e-10;91;1,2042e-07;1,6116e-13;9,8322e-10;3,7779e-13;4,4889e-09;91
LE HAVRE;LE HAVRE;Steinkohle;F;E001;380;460,779;1536;460,779;460,779;543,5874;460,779;460,779;460,779;460,779;460,779;543,5874
LE TRICASTIN;LE TRICASTIN;KKW;F;E001;380;2562;3660;3660;3265,2762;3660;2943,6145;3150,6158;3265,2762;3198,1811;3274,859;3660
LES ESPIERS;ORISANE;Müll;F;E001;220;0;96;43,9694;9,8325e-10;96;1,2043e-07;1,6218e-13;9,8325e-10;3,7781e-13;4,4891e-09;96
LES ESPIERS;VALORYELE;Müll;F;E001;220;0;96;43,9694;9,8325e-10;96;1,2043e-07;1,6218e-13;9,8325e-10;3,7781e-13;4,4891e-09;96
L'ESTALON;TOULON;Müll;F;E001;220;0;106;48,0649;9,8329e-10;106;1,2044e-07;1,6424e-13;9,8329e-10;3,7785e-13;4,4895e-09;106
LUCY;LUCY;Steinkohle;F;E001;220;106,779;356;106,779;106,779;162,3524;106,779;106,779;106,779;106,779;106,779;162,3524
MARSILLON;PAU-LESCAR;Müll;F;E001;380;0;92;42,307;9,8323e-10;92;1,2042e-07;1,6137e-13;9,8323e-10;3,7779e-13;4,489e-09;92
MARTIGUES;MARTIGUES;Öl;F;E001;220;203,186;1016;203,186;203,186;203,186;203,186;203,186;203,186;203,186;203,186;203,186
MIONS;VALORLY;Müll;F;E001;380;0;94;43,1399;9,8324e-10;94;1,2043e-07;1,6177e-13;9,8324e-10;3,778e-13;4,489e-09;94
MONTEREAU;MONTEREAU;Gas;F;E001;380;91,186;456;91,186;91,186;91,186;91,186;91,186;91,186;91,186;91,186;91,186
MORBRAS;VAIRES;Steinkohle;F;E001;380;192,279;641;192,279;192,279;259,7515;192,279;192,279;192,279;192,279;192,279;259,7515
MOUGINS;ANTIBES;Müll;F;E001;220;0;96;43,9694;9,8325e-10;96;1,2043e-07;1,6218e-13;9,8325e-10;3,7781e-13;4,4891e-09;96
MOULNEAUX;ISSEANE;Müll;F;E001;220;0;136;59,8437;9,8338e-10;136;1,2047e-07;1,6983e-13;9,8338e-10;3,7794e-13;4,4902e-09;136
MOULNEAUX;ST. OUEN;Müll;F;E001;220;0;96;43,9694;9,8325e-10;96;1,2043e-07;1,6218e-13;9,8325e-10;3,7781e-13;4,4891e-09;96
MÜLHAUSEN;SAUSHEIM;Müll;F;E001;220;0;99;45,2071;9,8326e-10;99;1,2043e-07;1,628e-13;9,8326e-10;3,7783e-13;4,4892e-09;99
NANTES;CHEVIRE;Gas;F;E001;220;87,186;436;87,186;87,186;87,186;87,186;87,186;87,186;87,186;87,186;87,186
NIORT;GIZAY;Gas;F;E001;220;17,346;87;17,346;17,346;17,346;17,346;17,346;17,346;17,346;17,346;17,346
NOGENT/SEINE;NOGENT;KKW;F;E001;380;1834;2620;2620;2330,3471;2620;2141,5428;2268,131;2330,3471;2293,6159;2337,9396;2620
PALUEL;PENLY POSTE PALUEL;KKW;F;E001;380;3724;5320;5320;4745,2294;5320;4172,2911;4542,1932;4745,2294;4626,0736;4771,4769;5320
PARISET;COGERI;Gas;F;E001;220;21,026;106;21,026;21,026;21,026;21,026;21,026;21,026;21,026;21,026;21,026
PASSY;PASSY;Müll;F;E001;220;0;90;41,4706;9,8321e-10;90;1,2042e-07;1,6096e-13;9,8321e-10;3,7778e-13;4,4889e-09;90
PENLY;PENLY CENTRALE;KKW;F;E001;380;1862;2660;2660;2366,9228;2660;2173,3827;2302,8622;2366,9228;2329,2629;2374,6205;2660
PEYROU;LUNEL-VIEL;Müll;F;E001;220;0;96;43,9694;9,8325e-10;96;1,2043e-07;1,6218e-13;9,8325e-10;3,7781e-13;4,4891e-09;96
PORCHEVILLE B;PORCHEVILLE;Öl;F;E001;380;497,186;2486;497,186;497,186;497,186;497,186;497,186;497,186;497,186;497,186;497,186
PORT BOUC;COMBIGOLFE;Gas;F;E001;220;105,186;526;105,186;105,186;105,186;105,186;105,186;105,186;105,186;105,186;105,186
PORT BOUC;FOS-SUR-MER;Gas;F;E001;220;115,186;576;115,186;115,186;115,186;115,186;115,186;115,186;115,186;115,186;115,186
PORT BOUC;CYCOFOS;Gas;F;E001;220;114,986;575;114,986;114,986;114,986;114,986;114,986;114,986;114,986;114,986;114,986
PREGUILLAC;ST. LAURENT DE COGNAC;Gas;F;E001;380;17,346;87;17,346;17,346;17,346;17,346;17,346;17,346;17,346;17,346;17,346
PUSY;NOIDANS-LE-FERROUX;Müll;F;E001;220;0;90;41,4706;9,8321e-10;90;1,2042e-07;1,6096e-13;9,8321e-10;3,7778e-13;4,4889e-09;90
PYMONT;LONS-LE-SAUNIER;Müll;F;E001;220;0;87;40,2095;9,832e-10;87;1,2041e-07;1,6036e-13;9,832e-10;3,7777e-13;4,4887e-09;87
QUARTES;P. SAMBRE;Gas;F;E001;220;99,586;498;99,586;99,586;99,586;99,586;99,586;99,586;99,586;99,586;99,586
RABATAU;LA CIOTAT;Gas;F;E001;220;17,426;88;17,426;17,426;17,426;17,426;17,426;17,426;17,426;17,426;17,426
RECY;AUREADE;Müll;F;E001;220;0;94;43,1399;9,8324e-10;94;1,2043e-07;1,6177e-13;9,8324e-10;3,778e-13;4,489e-09;94
SANDOUVILLE;OREADE;Müll;F;E001;220;0;103;46,8453;9,8328e-10;103;1,2044e-07;1,6362e-13;9,8328e-10;3,7784e-13;4,4894e-09;103
SEPTEMES;SEMAG;Gas;F;E001;220;17,346;87;17,346;17,346;17,346;17,346;17,346;17,346;17,346;17,346;17,346
ST. NAZAIRE;MONTOIR-DE-BRETAGNE;Gas;F;E001;220;104,186;521;104,186;104,186;104,186;104,186;104,186;104,186;104,186;104,186;104,186
ST-ALBAN-ST-MAURICE;ST. ALBAN;KKW;F;E001;380;1869;2670;2670;2376,0681;2670;2181,34;2311,5434;2376,0681;2338,1748;2383,7921;2670
ST. AVOLD;EMILE-HUCHET;Steinkohle;F;E001;380;418,779;1396;418,779;418,779;499,9072;418,779;418,779;418,779;418,779;418,779;499,9072
ST-LAURENT-DES-EAUX 1;ST-LAURENT-DES-EAUX 1;KKW;F;E001;380;640,5;915;915;793,3654;915;763,8536;787,1727;793,3654;787,9543;795,0157;915
ST-LAURENT-DES-EAUX 2;ST-LAURENT-DES-EAUX 2;KKW;F;E001;380;640,5;915;915;793,3654;915;763,8536;787,1727;793,3654;787,9543;795,0157;915
STRASBOURG;STRASBOURG 2;Müll;F;E001;220;0;108;48,8737;9,833e-10;108;1,2044e-07;1,6464e-13;9,833e-10;3,7786e-13;4,4895e-09;108
THIONVILLE;THIONVILLE;Gas;F;E001;220;53,186;266;53,186;53,186;53,186;53,186;53,186;53,186;53,186;53,186;53,186
TRINITE VICTOR;NICE;Müll;F;E001;220;0;114;51,2797;9,8332e-10;114;1,2045e-07;1,6584e-13;9,8332e-10;3,7788e-13;4,4897e-09;114
VALENCIENNES;BOUCHAIN;Steinkohle;F;E001;220;100,779;336;100,779;100,779;155,0371;100,779;100,779;100,779;100,779;100,779;155,0371
VALENCIENNES;ST. SAULVE;Müll;F;E001;220;0;101;46,0279;9,8327e-10;101;1,2044e-07;1,6321e-13;9,8327e-10;3,7783e-13;4,4893e-09;101
VANDIERES;BLENOD;Steinkohle;F;E001;380;250,779;836;250,779;250,779;322,4278;250,779;250,779;250,779;250,779;250,779;322,4278
VERFEIL;BESSIERES;Müll;F;E001;380;0;103;46,8453;9,8328e-10;103;1,2044e-07;1,6362e-13;9,8328e-10;3,7784e-13;4,4894e-09;103
